date,transmission-rate,scaling-factor,week,matrix,testing
2020-04-02,0.086,1.08,14,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-03,0.086,1.08,14,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-04,0.086,1.08,14,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-05,0.086,1.08,14,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-06,0.086,1.08,15,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-07,0.086,1.08,15,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-08,0.086,1.08,15,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-09,0.086,1.08,15,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-10,0.086,1.08,15,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-11,0.086,1.08,15,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-12,0.086,1.08,15,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-13,0.086,1.08,16,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-14,0.086,1.08,16,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-15,0.086,1.08,16,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-16,0.086,1.08,16,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-17,0.086,1.08,16,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-18,0.086,1.08,16,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-19,0.086,1.08,16,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-20,0.086,1.08,17,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-21,0.086,1.08,17,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-22,0.086,1.08,17,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-23,0.086,1.08,17,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-24,0.086,1.08,17,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-25,0.086,1.08,17,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-26,0.086,1.08,17,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-27,0.086,1.08,18,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-28,0.086,1.08,18,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-29,0.086,1.08,18,matrix_LD/LD_matrixC_flat.txt,0.0
2020-04-30,0.086,1.08,18,matrix_LD/LD_matrixC_flat.txt,0.0
2020-05-01,0.086,1.08,18,matrix_LD/LD_matrixC_flat.txt,0.0
2020-05-02,0.086,1.08,18,matrix_LD/LD_matrixC_flat.txt,0.0
2020-05-03,0.086,1.08,18,matrix_LD/LD_matrixC_flat.txt,0.0
2020-05-04,0.086,1.08,19,matrix_LD/LD_matrixC_flat.txt,0.0
2020-05-05,0.086,1.08,19,matrix_LD/LD_matrixC_flat.txt,0.0
2020-05-06,0.086,1.08,19,matrix_LD/LD_matrixC_flat.txt,0.0
2020-05-07,0.086,1.08,19,matrix_LD/LD_matrixC_flat.txt,0.0
2020-05-08,0.086,1.08,19,matrix_LD/LD_matrixC_flat.txt,0.0
2020-05-09,0.086,1.08,19,matrix_LD/LD_matrixC_flat.txt,0.0
2020-05-10,0.086,1.08,19,matrix_LD/LD_matrixC_flat.txt,0.0
2020-05-11,0.086,0.77,20,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-12,0.086,0.77,20,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-13,0.086,0.77,20,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-14,0.086,0.77,20,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-15,0.086,0.77,20,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-16,0.086,0.77,20,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-17,0.086,0.77,20,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-18,0.086,0.77,21,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-19,0.086,0.77,21,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-20,0.086,0.77,21,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-21,0.086,0.77,21,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-22,0.086,0.77,21,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-23,0.086,0.77,21,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-24,0.086,0.77,21,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-25,0.086,0.77,22,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-26,0.086,0.77,22,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-27,0.086,0.77,22,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-28,0.086,0.77,22,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-29,0.086,0.77,22,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-30,0.086,0.77,22,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-05-31,0.086,0.77,22,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-01,0.086,0.77,23,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-02,0.086,0.77,23,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-03,0.086,0.77,23,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-04,0.086,0.77,23,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-05,0.086,0.77,23,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-06,0.086,0.77,23,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-07,0.086,0.77,23,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-08,0.086,0.77,24,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-09,0.086,0.77,24,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-10,0.086,0.77,24,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-11,0.086,0.77,24,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-12,0.086,0.77,24,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-13,0.086,0.77,24,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-14,0.086,0.77,24,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-15,0.086,0.77,25,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-16,0.086,0.77,25,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-17,0.086,0.77,25,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-18,0.086,0.77,25,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-19,0.086,0.77,25,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-20,0.086,0.77,25,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-21,0.086,0.77,25,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-22,0.086,0.77,26,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-23,0.086,0.77,26,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-24,0.086,0.77,26,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-25,0.086,0.77,26,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-26,0.086,0.77,26,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-27,0.086,0.77,26,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-28,0.086,0.77,26,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-29,0.086,0.77,27,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-06-30,0.086,0.77,27,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-01,0.086,0.77,27,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-02,0.086,0.77,27,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-03,0.086,0.77,27,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-04,0.086,0.77,27,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-05,0.086,0.77,27,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-06,0.086,1.35,28,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-07,0.086,1.35,28,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-08,0.086,1.35,28,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-09,0.086,1.35,28,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-10,0.086,1.35,28,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-11,0.086,1.35,28,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-12,0.086,1.35,28,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-13,0.086,1.35,29,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-14,0.086,1.35,29,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-15,0.086,1.35,29,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-16,0.086,1.35,29,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-17,0.086,1.35,29,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-18,0.086,1.35,29,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-19,0.086,1.35,29,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-20,0.086,1.35,30,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-21,0.086,1.35,30,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-22,0.086,1.35,30,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-23,0.086,1.35,30,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-24,0.086,1.35,30,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-25,0.086,1.35,30,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-26,0.086,1.35,30,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-27,0.086,1.35,31,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-28,0.086,1.35,31,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-29,0.086,1.35,31,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-30,0.086,1.35,31,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-07-31,0.086,1.35,31,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-01,0.086,1.35,31,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-02,0.086,1.35,31,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-03,0.086,1.35,32,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-04,0.086,1.35,32,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-05,0.086,1.35,32,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-06,0.086,1.35,32,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-07,0.086,1.35,32,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-08,0.086,1.35,32,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-09,0.086,1.35,32,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-10,0.086,1.35,33,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-11,0.086,1.35,33,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-12,0.086,1.35,33,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-13,0.086,1.35,33,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-14,0.086,1.35,33,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-15,0.086,1.35,33,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-16,0.086,1.35,33,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-17,0.086,1.35,34,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-18,0.086,1.35,34,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-19,0.086,1.35,34,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-20,0.086,1.35,34,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-21,0.086,1.35,34,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-22,0.086,1.35,34,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-23,0.086,1.35,34,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-24,0.086,1.35,35,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-25,0.086,1.35,35,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-26,0.086,1.35,35,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-27,0.086,1.35,35,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-28,0.086,1.35,35,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-29,0.086,1.35,35,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-30,0.086,1.35,35,Matrices_new/Mat4_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-08-31,0.086,1.75,36,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-01,0.086,1.75,36,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-02,0.086,1.75,36,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-03,0.086,1.75,36,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-04,0.086,1.75,36,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-05,0.086,1.75,36,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-06,0.086,1.75,36,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-07,0.086,0.76,37,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-08,0.086,0.76,37,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-09,0.086,0.76,37,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-10,0.086,0.76,37,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-11,0.086,0.76,37,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-12,0.086,0.76,37,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-13,0.086,0.76,37,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-14,0.086,0.76,38,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-15,0.086,0.76,38,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-16,0.086,0.76,38,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-17,0.086,0.76,38,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-18,0.086,0.76,38,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-19,0.086,0.76,38,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-20,0.086,0.76,38,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-21,0.086,0.76,39,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-22,0.086,0.76,39,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-23,0.086,0.76,39,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-24,0.086,0.76,39,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-25,0.086,0.76,39,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
2020-09-26,0.086,0.76,39,Matrices_new/Mat1_NoWeekend_NoHoliday_V2_splitted_rec_agg_matrixC_flat.txt,0.5
