,teen_dose0,teen_dose1,teen_dose2-full,teen_dose2-waned-1,teen_dose2-waned-2,teen_dose2-waned-3,teen_dose3-full,teen_dose3-waned,adu_dose0,adu_dose1,adu_dose2-full,adu_dose2-waned-1,adu_dose2-waned-2,adu_dose2-waned-3,adu_dose3-full,adu_dose3-waned,sen_dose0,sen_dose1,sen_dose2-full,sen_dose2-waned-1,sen_dose2-waned-2,sen_dose2-waned-3,sen_dose3-full,sen_dose3-waned,time,date,week
12,0.9954748348537276,0.0038652091852783895,0.00032919156967599876,0.00022145328719723183,6.857502359232463e-05,3.8534130229631956e-05,0.0,0.0,0.6246163503253797,0.2551377711496746,0.05209175704989154,0.043827087852494576,0.009422993492407808,0.014896231019522777,0.0,0.0,0.2034666988775738,0.25743499591169255,0.11370645952575634,0.25194670333754554,0.09584620530736639,0.07758113431948264,0.0,7.433286255853714e-08,2021-06-11,2021-06-11,23
13,0.9951462724127084,0.004161528782636049,0.00035451399811261403,0.00022569990563070148,6.983328090594527e-05,4.0106951871657754e-05,0.0,0.0,0.6174992678958785,0.2594295010845987,0.05368617136659436,0.04480463665943601,0.009575216919739697,0.014997857917570499,0.0,0.0,0.20217795287296514,0.2535342302832082,0.1163526350999777,0.25031866498178845,0.09861071879878094,0.07898914740206646,0.0,7.433286255853714e-08,2021-06-12,2021-06-12,23
14,0.9950287826360491,0.004268166089965398,0.00036127713117332493,0.00022884554891475307,7.061969172695817e-05,4.026423403586033e-05,0.0,0.0,0.6148875271149674,0.2613175027114968,0.053606182212581344,0.04551225596529284,0.00964734273318872,0.015022180043383949,0.0,0.0,0.20189846130974504,0.2527922396491489,0.11561332044897049,0.2508222701256225,0.09961094179736861,0.07924700810228202,0.0,7.433286255853714e-08,2021-06-13,2021-06-13,23
15,0.9947916797735137,0.004481283422459893,0.00037826360490720353,0.00023560868197546397,6.873230575652721e-05,4.262346649889903e-05,0.0,0.0,0.6065061415401302,0.2660418655097614,0.054297017353579176,0.04839045553145336,0.009502765726681128,0.01525517895878525,0.0,0.0,0.1998724819742808,0.24760529249981417,0.11255036051438341,0.26036646101241356,0.09699635768973464,0.0825942912361555,0.0,7.433286255853714e-08,2021-06-14,2021-06-14,24
16,0.9944468386284995,0.004797735136835483,0.00039493551431267693,0.00023938345391632588,7.470902799622523e-05,4.466813463353256e-05,0.0,0.0,0.5966055314533623,0.2714040130151844,0.05515940889370933,0.05159213665943601,0.009631561822125814,0.015601274403470715,0.0,0.0,0.1970855199583736,0.2412269382293912,0.11042406898089645,0.2643800639262618,0.10018308184048168,0.08668668698431577,0.0,7.433286255853714e-08,2021-06-15,2021-06-15,24
17,0.9939369298521548,0.0052672223969801825,0.0004183705567788613,0.00025070776973891163,7.470902799622523e-05,5.048757470902799e-05,0.0,0.0,0.58685715835141,0.27683722885032536,0.055948074837310194,0.05453939804772234,0.00985677874186551,0.015955667028199567,0.0,0.0,0.19478384003567978,0.23559235858172897,0.10870422953987958,0.2664388612205456,0.10375678287370847,0.09071143982754776,0.0,7.433286255853714e-08,2021-06-16,2021-06-16,24
18,0.9935196602705253,0.0056432840515885496,0.00044904057879836427,0.00025652720981440705,7.64391318024536e-05,5.3475935828877e-05,0.0,0.0,0.5761172451193058,0.28284332971800435,0.0595189262472885,0.05497055314533623,0.010122722342733188,0.01642182754880694,0.0,0.0,0.19187311380361258,0.2291437597561882,0.11566334646547238,0.260875566788077,0.10750130082509478,0.0949311677692708,0.0,7.433286255853714e-08,2021-06-17,2021-06-17,24
19,0.9930184020132117,0.006094369298521547,0.0004869455803711859,0.0002634476250393205,8.021390374331551e-05,5.50487574709028e-05,0.0,0.0,0.5655105070498916,0.28792960954446856,0.06240439262472885,0.05683842190889371,0.010437445770065076,0.016874620390455532,0.0,0.0,0.1892646249907084,0.22103344978815134,0.11911714859139226,0.26054790752991897,0.111274288262841,0.09875172823905448,0.0,7.433286255853714e-08,2021-06-18,2021-06-18,24
20,0.9925103806228374,0.006548285624410192,0.0005265806857502359,0.00027414281220509594,8.320226486316452e-05,5.599245045611828e-05,0.0,0.0,0.5582205260303688,0.2915765726681128,0.06421822125813449,0.05815222342733189,0.010816702819956616,0.017011008676789587,0.0,0.0,0.18814955771946779,0.21626841596669888,0.12146264773656433,0.25887965509551775,0.11520441537203598,0.10002519884040735,0.0,7.433286255853714e-08,2021-06-19,2021-06-19,24
21,0.9922412708398868,0.006791286568103177,0.0005443535703051274,0.00027933312362378107,8.619062598301353e-05,5.630701478452343e-05,0.0,0.0,0.5550080260303687,0.29366351681127983,0.06474013015184382,0.058496963123644254,0.010991458785249458,0.0170954989154013,0.0,0.0,0.18789147402066453,0.2152689362967368,0.12195584627964023,0.25764245893109344,0.11683512971084517,0.10039671448747492,0.0,7.433286255853714e-08,2021-06-20,2021-06-20,24
22,0.9917268008807801,0.007261088392576282,0.0005795847750865051,0.00028310789556464295,9.027996225228059e-05,5.772255426234665e-05,0.0,0.0,0.5470598156182213,0.2968875,0.06697622017353579,0.060407131236442514,0.011324674620390456,0.017340618221258135,0.0,0.0,0.18623340518843381,0.2085268713298149,0.12440600609529473,0.2560958893927005,0.12111372927971456,0.10361525310339702,0.0,7.433286255853714e-08,2021-06-21,2021-06-21,25
23,0.9910960994023278,0.007830449826989619,0.0006311733249449512,0.0002876690783265178,9.342560553633218e-05,5.992450456118276e-05,0.0,0.0,0.5379792299349241,0.3007327548806941,0.0694183568329718,0.06238218546637744,0.011816160520607376,0.017667462039045553,0.0,0.0,0.18389768081468816,0.2010905745930276,0.12811640526276666,0.25297420649669217,0.12673827399093138,0.10717468222701257,0.0,7.433286255853714e-08,2021-06-22,2021-06-22,25
24,0.9900548914753067,0.008772412708398868,0.0007091852783894306,0.00030418370556778863,9.531299150676314e-05,6.27555835168292e-05,0.0,0.0,0.529083514099783,0.3043640184381779,0.07184810195227766,0.0643937906724512,0.012303904555314533,0.01800303687635575,0.0,0.0,0.18184378948933322,0.1949469263361332,0.13120374637627294,0.2492525830669739,0.13198163978294805,0.11076362149706385,0.0,7.433286255853714e-08,2021-06-23,2021-06-23,25
25,0.9891885813148789,0.009557250707769738,0.000774142812205096,0.0003156653035545769,9.877319911921988e-05,6.448568732305756e-05,0.0,0.0,0.5198472207158351,0.3081223427331887,0.07406073752711496,0.0666808568329718,0.012808026030368763,0.018477413232104122,0.0,0.0,0.17937545528878318,0.18837679328030923,0.1346907752917565,0.2455871552813499,0.13732528060655616,0.1146373299635769,0.0,7.433286255853714e-08,2021-06-24,2021-06-24,25
26,0.9882698961937716,0.01037323057565272,0.0008559295375904373,0.00033139351997483487,0.00010239068889587921,6.605850896508336e-05,0.0,0.0,0.5109222613882863,0.3104286334056399,0.07715601952277658,0.06916998373101953,0.013412662689804773,0.01890718546637744,0.0,0.0,0.1771673976064818,0.17971627146361407,0.1394998141678436,0.24281461384077901,0.1428216011298595,0.11797338883520404,0.0,7.433286255853714e-08,2021-06-25,2021-06-25,25
27,0.987194086190626,0.011341616860648003,0.0009455803711859075,0.00034271783579742056,0.00010710915382195659,6.778861277131173e-05,0.0,0.0,0.5042386659436009,0.31260486713665947,0.07986605206073753,0.07026412689804772,0.013983785249457701,0.019039398047722342,0.0,0.0,0.17617851036943433,0.1758332713892812,0.14163123466884708,0.24038155058351296,0.14683996134691146,0.11912881885081394,0.0,7.433286255853714e-08,2021-06-26,2021-06-26,25
28,0.9867153192827933,0.011767379679144385,0.000989462094998427,0.00035121107266435986,0.00010758100031456433,6.81031770997169e-05,0.0,0.0,0.5017735222342734,0.3132726409978308,0.08115561279826464,0.07042670824295011,0.014286225596529284,0.019082375271149674,0.0,0.0,0.17596744220619936,0.1749211328328254,0.142271091949751,0.23905106667657772,0.14838645655244184,0.11939641715602468,0.0,7.433286255853714e-08,2021-06-27,2021-06-27,25
29,0.9858910034602076,0.0125,0.0010659012268008808,0.00036300723497955333,0.00010946838628499529,6.967599874174268e-05,0.0,0.0,0.496266431670282,0.3120187906724512,0.08700482646420825,0.07042513557483732,0.01499652928416486,0.019285439262472885,0.0,0.0,0.1746889169701925,0.16744503084813797,0.14983007507619117,0.23202259719021778,0.15453452761465844,0.12147275700587229,0.0,7.433286255853714e-08,2021-06-28,2021-06-28,26
30,0.9788837684806543,0.019066058508965082,0.001482069833280906,0.0003793645800566216,0.00011638880150990877,7.140610254797106e-05,0.0,0.0,0.4900065618221258,0.3110221529284165,0.09095854121475054,0.07251233731019523,0.015968655097613884,0.019529040130151845,2.7114967462039047e-08,0.0,0.17289987363413364,0.1590500260165019,0.15301962387571547,0.22908221214598976,0.1620474986991749,0.12389496766520479,0.0,7.433286255853714e-08,2021-06-29,2021-06-29,26
31,0.9664801038062284,0.03069817552689525,0.002223655237496068,0.000400912236552375,0.00012283737024221453,7.345077068260459e-05,0.0,0.0,0.48420291485900213,0.30957990780911065,0.09477939262472886,0.07459224511930586,0.017062608459869847,0.019780287418655097,2.7114967462039047e-08,0.0,0.1714112837285364,0.15265279119898909,0.1542513194083104,0.22624842042667062,0.16915171337248197,0.12627897123318219,0.0,7.433286255853714e-08,2021-06-30,2021-06-30,26
32,0.9584716892104436,0.038130858760616546,0.0027746146586977035,0.00041947153192827935,0.00012661214218307644,7.581000314564329e-05,0.0,0.0,0.4778480748373102,0.30865745661605204,0.09807684381778742,0.07687960954446854,0.01843099240780911,0.020104528199566162,2.7114967462039047e-08,0.0,0.16959748754924553,0.1452425481305285,0.1555076934512748,0.22407410986397086,0.17659377090611758,0.12897911246562105,0.0,7.433286255853714e-08,2021-07-01,2021-07-01,26
33,0.9467743000943692,0.04892466184334696,0.0036448568732305757,0.00044369298521547656,0.00013416168606480026,7.754010695187165e-05,0.0,0.0,0.47177284436008676,0.3058126355748373,0.10217429501084599,0.07992429501084598,0.01991277114967462,0.020400732104121477,2.7114967462039047e-08,0.0,0.1680008919943507,0.13698758641195272,0.15592693079610495,0.2238470973017171,0.18388374340295846,0.13134862112539955,0.0,7.433286255853714e-08,2021-07-02,2021-07-02,26
34,0.9357559767222396,0.05909861591695502,0.0044567474048442905,0.00047121736395092795,0.00013856558666247248,7.80119534444794e-05,0.0,0.0,0.4677390726681128,0.30352611171366595,0.10566881778741866,0.08165165401301519,0.020914072668112797,0.020497885032537962,2.7114967462039047e-08,0.0,0.16732007730617707,0.13393339775514754,0.15447134468148369,0.223193637106965,0.1888578012339255,0.13221876161450977,0.0,7.433286255853714e-08,2021-07-03,2021-07-03,26
35,0.9318738597043096,0.06263856558666248,0.0047881409248191256,0.00048049701163888016,0.00013998112614029568,7.816923560868198e-05,0.0,0.0,0.4664622424078091,0.3022130965292842,0.10753468004338394,0.08195238611713666,0.02129680043383948,0.020538503253796095,2.7114967462039047e-08,0.0,0.16719616442429197,0.1333316732327362,0.15417490522560023,0.22228354270422956,0.19059458856760575,0.13241455437448896,0.0,7.433286255853714e-08,2021-07-04,2021-07-04,26
36,0.925117961623152,0.06882903428751179,0.005329348851840201,0.0005006291286568103,0.00014249764076753696,7.974205725070777e-05,0.0,0.0,0.46274875271149674,0.297203579175705,0.11260032537960954,0.08426735357917571,0.02242673535791757,0.02075105748373102,2.7114967462039047e-08,0.0,0.16627885973388834,0.12787972942838027,0.15333018657548503,0.22088162491637553,0.1969621645729577,0.13466282613543448,0.0,7.433286255853714e-08,2021-07-05,2021-07-05,27
37,0.9184016986473734,0.07491113557722555,0.005935042466184335,0.0005235923246303869,0.00014564328405158855,8.210128971374646e-05,0.0,0.0,0.45845591106290673,0.29150908351409976,0.11804867136659436,0.08699568872017353,0.023945309110629066,0.02104311279826464,2.7114967462039047e-08,0.0,0.1650132684159667,0.12118746747937263,0.1521217572288709,0.21975529621645729,0.20447691964617556,0.13744079387497213,0.0,7.433286255853714e-08,2021-07-06,2021-07-06,27
38,0.9071693928908462,0.08510160427807487,0.006936300723497955,0.0005558351682919157,0.00015240641711229946,8.367411135577226e-05,0.0,0.0,0.4544368356832972,0.28554248915401303,0.12371887201735358,0.089333920824295,0.025631887201735357,0.021333812364425164,5.4229934924078093e-08,0.0,0.16389701181892513,0.11647573032037464,0.15001233925518473,0.21803025347506133,0.2112316211997324,0.14034854679253697,0.0,7.433286255853714e-08,2021-07-07,2021-07-07,27
39,0.8997969487260145,0.09168323372129601,0.007685907518087449,0.0005885498584460523,0.0001575967285309846,8.697703680402642e-05,0.0,0.0,0.4498294197396963,0.28097380694143165,0.1281607917570499,0.09161011388286334,0.02774417028199566,0.021679446854663775,5.4229934924078093e-08,0.0,0.16248234594514235,0.1116290790158329,0.14691317921653163,0.21733553854158924,0.21822827622091726,0.14340682375678288,0.0,7.433286255853714e-08,2021-07-08,2021-07-08,27
40,0.8923033972947467,0.09830198175526896,0.008510537905001572,0.0006284995281535074,0.00016561811890531615,8.917898710286253e-05,0.0,0.0,0.44555281995661605,0.2735023590021692,0.1343877169197397,0.09446060195227765,0.030057727765726683,0.022036252711496746,5.4229934924078093e-08,0.0,0.16120805768230134,0.10545989742064966,0.14363666096781388,0.21914242176466217,0.22427324760276518,0.14627458559429124,7.433286255853714e-08,7.433286255853714e-08,2021-07-09,2021-07-09,27
41,0.8857637621893677,0.10403192827933312,0.009265964139666561,0.0006799307958477509,0.00016766278703994966,8.996539792387543e-05,0.0,0.0,0.4427587039045553,0.267260737527115,0.13977985357917572,0.09730810737527115,0.030697424078091107,0.022192326464208243,5.4229934924078093e-08,0.0,0.16066022448524492,0.10294049654352189,0.14082241879134766,0.22260737381996581,0.22545491711885823,0.14750873411135063,7.433286255853714e-08,7.433286255853714e-08,2021-07-10,2021-07-10,27
42,0.8832961623151935,0.10615083359547027,0.009588549858446052,0.0007032085561497326,0.00017065114815979868,8.996539792387543e-05,0.0,0.0,0.44174082158351413,0.26428428687635575,0.14264788503253797,0.0979135032537961,0.031168682212581345,0.022241567245119307,5.4229934924078093e-08,0.0,0.16054504571471045,0.10235163160633316,0.14026752397234818,0.2221597413216383,0.22685482791942319,0.14781468817364157,7.433286255853714e-08,7.433286255853714e-08,2021-07-11,2021-07-11,27
43,0.8779521862220824,0.11082620320855616,0.010212645486001887,0.0007390688895879207,0.00017835797420572507,9.09090909090909e-05,0.0,0.0,0.43886560466377444,0.2566387744034707,0.14844360086767897,0.1005892895878525,0.032943953362255966,0.022515103036876354,5.4229934924078093e-08,0.0,0.15978116405262766,0.0981556158477663,0.13682598676875046,0.22250390247528432,0.2312531777298744,0.15147268267300973,7.433286255853714e-08,7.433286255853714e-08,2021-07-12,2021-07-12,28
44,0.8717941176470588,0.11615602390688896,0.010979396036489461,0.0007887700534759359,0.0001871657754010695,9.389745202893991e-05,0.0,0.0,0.4355000135574837,0.2484149403470716,0.1547969902386117,0.10317028199566161,0.035214560737527115,0.02289894251626898,1.3557483731019523e-07,0.0,0.1586957555935479,0.09302612800118933,0.13326737530662305,0.22143172526573998,0.23736727867390173,0.15620322604623504,2.9733145023414854e-07,7.433286255853714e-08,2021-07-13,2021-07-13,28
45,0.861329977980497,0.12528184963825104,0.012218464926077383,0.0008757470902799623,0.00019675998741742687,9.657124882038377e-05,0.0,0.0,0.43213808297180045,0.24037978579175706,0.160928931670282,0.10563655097613883,0.037612445770065076,0.023299403470715834,1.8980477223427332e-07,0.0,0.15764205010034937,0.0891142124433212,0.13003367278673902,0.21930461607076487,0.24272073143536757,0.16117483089273768,3.716643127926856e-07,7.433286255853714e-08,2021-07-14,2021-07-14,28
46,0.8529583202264863,0.13252107581000314,0.013269267065114816,0.0009405473419314249,0.00021138722868826676,9.877319911921988e-05,0.0,0.0,0.4279564262472885,0.23387236984815618,0.16613953362255965,0.10772394251626898,0.040479202819956615,0.02382340021691974,2.1691973969631237e-07,0.0,0.15628532669293094,0.08485170593919572,0.1266129487846577,0.2178789860997547,0.24717148591392255,0.16718821080799823,6.689957630268342e-07,7.433286255853714e-08,2021-07-15,2021-07-15,28
47,0.8452789399182132,0.13901934570619692,0.014347750865051903,0.0010284680717206668,0.00022129600503302925,0.00010364894620949984,0.0,0.0,0.42371865509761386,0.22597212581344903,0.17165789045553145,0.11049972885032538,0.043827087852494576,0.024318546637744035,2.1691973969631237e-07,0.0,0.15500063182933177,0.07979413513714413,0.12208548279194231,0.21773589533932952,0.2519465546718204,0.1734250353081097,6.689957630268342e-07,7.433286255853714e-08,2021-07-16,2021-07-16,28
48,0.8394050015728216,0.143926234664989,0.015207297892419,0.0011288140924819127,0.0002255426234664989,0.00010648002516514628,0.0,0.0,0.4211320905639913,0.2193772640997831,0.17633129067245118,0.11377584056399133,0.04480463665943601,0.024572396963123643,2.1691973969631237e-07,0.0,0.15446677321043634,0.07777499442503531,0.11976518248717759,0.220063480264625,0.2503183676503382,0.17759756188210807,6.689957630268342e-07,7.433286255853714e-08,2021-07-17,2021-07-17,28
49,0.8368847121736395,0.14599009122365525,0.015610569361434413,0.0011778861277131174,0.0002286882667505505,0.00010742371815036175,0.0,0.0,0.4201124728850325,0.21676842462039048,0.1781613611713666,0.11476933297180043,0.04551225596529284,0.024668844902386116,2.1691973969631237e-07,0.0,0.1543352040437077,0.0773528209321341,0.11919400877127778,0.21942518397383484,0.2508220471270349,0.17885557124804877,6.689957630268342e-07,7.433286255853714e-08,2021-07-18,2021-07-18,28
50,0.8307140610254797,0.1511222082415854,0.01655740798993394,0.0012623466498899024,0.0002354513998112614,0.00010789556464296949,0.0,0.0,0.41705387744034705,0.20975753796095445,0.18146906182212583,0.11856369305856833,0.04839045553145336,0.024757266811279828,2.1691973969631237e-07,0.0,0.1534645060581283,0.07429424663643797,0.1143669813424515,0.21790314428008623,0.2603660893481008,0.1795881959414257,6.689957630268342e-07,7.433286255853714e-08,2021-07-19,2021-07-19,29
51,0.824315272098144,0.15616608996539794,0.017471060081786727,0.0016917269581629443,0.0002392261717521233,0.00011591695501730103,0.0,0.0,0.41343005694143165,0.20220127440347072,0.1853917299349241,0.1221437906724512,0.05159213665943601,0.025232131236442516,2.440347071583514e-07,0.0,0.15224964691890286,0.07030580539656582,0.10938430089942763,0.21679476696647587,0.26437961792908643,0.186867315840333,6.689957630268342e-07,7.433286255853714e-08,2021-07-20,2021-07-20,29
52,0.8158590751808745,0.16230198175526894,0.01901966027052532,0.002446209499842718,0.000250550487574709,0.00012173639509279648,0.0,0.0,0.40965132863340564,0.19537216648590022,0.1887531453362256,0.12586287960954448,0.054539370932754884,0.02581174078091106,2.440347071583514e-07,0.0,0.15109633538987588,0.06754036274436928,0.10541559503456478,0.2150234891845685,0.26643841522337025,0.19446569538392924,6.689957630268342e-07,7.433286255853714e-08,2021-07-21,2021-07-21,29
53,0.8081399811261403,0.16724048442906575,0.021224598930481283,0.0030113243158225857,0.0002563699276502045,0.00012645486001887387,0.0,0.0,0.4053730883947939,0.1895691567245119,0.19155608731019524,0.1319770607375271,0.05497052603036876,0.026543844902386118,2.440347071583514e-07,0.0,0.14964944622017395,0.0644725711737159,0.10070460120419238,0.2218465026388166,0.26087512079090164,0.20243001560990115,6.689957630268342e-07,7.433286255853714e-08,2021-07-22,2021-07-22,29
54,0.8012459893048128,0.1704941805599245,0.023961151305441963,0.003902799622522806,0.00026329034287511795,0.00013180245360176155,0.0,0.0,0.4010218139913232,0.18173331073752713,0.19482177331887202,0.13826176789587852,0.056838394793926245,0.02731133405639913,2.440347071583514e-07,0.0,0.14832665576451348,0.060970415520701704,0.09567590871924478,0.22443235709507176,0.26054735003344975,0.21002341485170595,6.689957630268342e-07,7.433286255853714e-08,2021-07-23,2021-07-23,29
55,0.7962738282478767,0.17230198175526895,0.02628106322743001,0.004732463038691412,0.00027398553004089336,0.00013573450770682606,0.0,0.0,0.3981640862255965,0.1761758812364425,0.19691561822125814,0.14275265726681127,0.05815219631236442,0.02782697939262473,2.440347071583514e-07,0.0,0.1477531777298744,0.059643871255482046,0.09383914368542333,0.22463205233033523,0.2588789860997547,0.2152269382293912,6.689957630268342e-07,7.433286255853714e-08,2021-07-24,2021-07-24,29
56,0.7940484429065744,0.17318748033972947,0.02727870399496697,0.005066215791129286,0.0002791758414595785,0.00013903743315508022,0.0,0.0,0.3970224376355748,0.17453686279826464,0.19710536876355747,0.14473861171366595,0.05849693600867679,0.028086225596529284,2.440347071583514e-07,0.0,0.1476084516464729,0.05943358358730395,0.09346584404965436,0.22459295324462944,0.2576415669367427,0.2172290938824054,6.689957630268342e-07,7.433286255853714e-08,2021-07-25,2021-07-25,29
57,0.7885089650833595,0.17471107266435987,0.030729002831078954,0.005622365523749607,0.0002829506134004404,0.0001445423089021705,0.0,0.0,0.3938667163774403,0.16610997830802604,0.19996366594360088,0.15097318329718004,0.060407104121475055,0.028664560737527114,2.440347071583514e-07,0.0,0.14671430164275628,0.05718226417899353,0.09023920315171337,0.22501152159369658,0.25609488589905594,0.22472615773433435,6.689957630268342e-07,7.433286255853714e-08,2021-07-26,2021-07-26,30
58,0.7797588864422774,0.17874048442906573,0.034815350739226175,0.0062466184334696445,0.00028751179616231517,0.0001498899024850582,0.0,0.0,0.3883558432754881,0.15857577277657264,0.20302011930585684,0.1581670824295011,0.06238215835140998,0.029482890455531454,2.1691973969631237e-07,2.7114967462039047e-08,0.1452486805916896,0.05461004980301792,0.0863164349959117,0.2269071582546644,0.25297301717089127,0.23391005723630418,6.689957630268342e-07,7.433286255853714e-08,2021-07-27,2021-07-27,30
59,0.773050408933627,0.18242859389745203,0.03679380308273042,0.0072672223969801825,0.00030402642340358606,0.00015460836741113557,0.0,0.0,0.38480553145336227,0.15788908622559655,0.197270010845987,0.16531789587852494,0.06439373644251627,0.030306209327548808,2.1691973969631237e-07,2.7114967462039047e-08,0.14486794766966476,0.05441265888649372,0.08106452092470082,0.2276243588790604,0.24925139374117297,0.24274210213335318,7.433286255853712e-07,7.433286255853714e-08,2021-07-28,2021-07-28,30
60,0.7628186536646744,0.18632400125825732,0.04233925762818496,0.008041365209185278,0.0003155080213903743,0.0001597986788298207,0.0,0.0,0.378062147505423,0.15217167841648588,0.20055325379609545,0.17122833514099783,0.06668080260303688,0.03128470715835141,2.1691973969631237e-07,2.7114967462039047e-08,0.14314138110458635,0.05216795510295101,0.07877187244480785,0.22833334572214375,0.2455858916226864,0.25195919125845534,8.176614881439084e-07,7.433286255853714e-08,2021-07-29,2021-07-29,30
61,0.7526835482856244,0.19011151305441962,0.047811890531613714,0.008895250078641082,0.0003312362378106323,0.0001649889902485058,0.0,0.0,0.37051209327548806,0.14716618763557485,0.20135984273318872,0.17945257592190889,0.0691699295010846,0.032319088937093274,2.440347071583514e-07,2.7114967462039047e-08,0.14126923362818702,0.0500265368319334,0.07533895785326693,0.22971642012933918,0.24281312718352785,0.2607915334869546,8.176614881439084e-07,7.433286255853714e-08,2021-07-30,2021-07-30,30
62,0.7450401069518716,0.19316892104435357,0.05158823529411765,0.009687165775401069,0.000342560553633218,0.00017143755898081157,0.0,0.0,0.365323386659436,0.14402411876355747,0.2006540672451193,0.18669045553145336,0.07026404555314533,0.033022424078091105,2.440347071583514e-07,2.7114967462039047e-08,0.14040615476101984,0.04936333903218613,0.07379394930498774,0.2300421467330707,0.24037984092767412,0.26596513788746007,8.176614881439084e-07,7.433286255853714e-08,2021-07-31,2021-07-31,30
