sen-median,sen-p1,sen-p2,time,date,hosp_pred
9.0,3.475,20.0,2020-02-23,2020-02-23,
12.0,3.475,23.0,2020-02-24,2020-02-24,
14.5,4.475,27.049999999999983,2020-02-25,2020-02-25,
18.0,6.0,31.049999999999983,2020-02-26,2020-02-26,
22.0,7.95,39.0,2020-02-27,2020-02-27,
25.0,11.0,43.52499999999999,2020-02-28,2020-02-28,
29.5,10.95,47.52499999999999,2020-02-29,2020-02-29,
32.0,15.0,60.099999999999966,2020-03-01,2020-03-01,16.0
41.0,19.475,69.04999999999998,2020-03-02,2020-03-02,43.0
51.5,21.425,86.57499999999997,2020-03-03,2020-03-03,35.0
60.0,23.375,105.7749999999999,2020-03-04,2020-03-04,55.0
73.0,32.85,118.67499999999994,2020-03-05,2020-03-05,65.0
87.0,40.475,136.7249999999999,2020-03-06,2020-03-06,90.0
106.5,48.95,174.62499999999994,2020-03-07,2020-03-07,67.0
126.0,52.8,198.525,2020-03-08,2020-03-08,69.0
146.0,70.9,238.67499999999995,2020-03-09,2020-03-09,139.0
178.5,86.95,285.92499999999984,2020-03-10,2020-03-10,161.0
211.5,94.95,314.0,2020-03-11,2020-03-11,186.0
252.5,121.475,410.7499999999998,2020-03-12,2020-03-12,222.0
302.5,145.95,491.7249999999996,2020-03-13,2020-03-13,270.0
363.5,175.475,596.3,2020-03-14,2020-03-14,375.0
431.0,200.45,692.5999999999998,2020-03-15,2020-03-15,412.0
524.0,235.95,819.5499999999998,2020-03-16,2020-03-16,625.0
627.0,273.325,974.25,2020-03-17,2020-03-17,673.0
737.0,357.225,1175.9749999999997,2020-03-18,2020-03-18,875.0
906.0,403.325,1414.1999999999994,2020-03-19,2020-03-19,882.0
1066.0,485.45,1636.899999999999,2020-03-20,2020-03-20,1137.0
1276.5,594.075,2011.6499999999992,2020-03-21,2020-03-21,939.0
1528.0,706.1,2383.2749999999983,2020-03-22,2020-03-22,985.0
1811.5,822.85,2811.924999999999,2020-03-23,2020-03-23,1569.0
2015.5,944.425,3198.0749999999975,2020-03-24,2020-03-24,1582.0
2132.5,1007.7,3324.3499999999985,2020-03-25,2020-03-25,1745.0
2158.5,986.875,3386.4499999999994,2020-03-26,2020-03-26,1821.0
2119.5,986.8,3333.649999999998,2020-03-27,2020-03-27,2013.0
2041.5,935.775,3199.4749999999985,2020-03-28,2020-03-28,1552.0
1961.5,918.575,3017.6749999999984,2020-03-29,2020-03-29,1340.0
1793.0,883.25,2790.8499999999985,2020-03-30,2020-03-30,1893.0
1696.0,807.425,2607.7999999999993,2020-03-31,2020-03-31,1761.0
1609.5,758.8,2454.0249999999987,2020-04-01,2020-04-01,1790.0
1488.0,726.225,2309.999999999999,2020-04-02,2020-04-02,1668.0
1410.5,687.475,2118.899999999999,2020-04-03,2020-04-03,1687.0
1311.5,626.475,2004.149999999999,2020-04-04,2020-04-04,1290.0
1226.0,591.925,1899.424999999999,2020-04-05,2020-04-05,899.0
1175.5,545.175,1784.1749999999995,2020-04-06,2020-04-06,1467.0
1107.5,501.05,1627.675,2020-04-07,2020-04-07,1412.0
1014.5,484.55,1520.1749999999995,2020-04-08,2020-04-08,1361.0
989.0,473.475,1440.749999999999,2020-04-09,2020-04-09,1355.0
928.0,439.375,1342.8749999999998,2020-04-10,2020-04-10,1355.0
887.0,408.9,1289.1249999999995,2020-04-11,2020-04-11,961.0
818.0,400.425,1228.4499999999996,2020-04-12,2020-04-12,768.0
760.0,392.2,1167.4499999999996,2020-04-13,2020-04-13,740.0
741.0,353.95,1087.1749999999995,2020-04-14,2020-04-14,1053.0
696.0,352.375,1040.925,2020-04-15,2020-04-15,983.0
660.5,328.55,978.3499999999996,2020-04-16,2020-04-16,1012.0
624.0,311.8,887.1749999999997,2020-04-17,2020-04-17,961.0
590.0,296.275,836.9999999999997,2020-04-18,2020-04-18,626.0
569.5,276.9,798.2499999999999,2020-04-19,2020-04-19,494.0
541.5,267.95,763.2749999999997,2020-04-20,2020-04-20,789.0
510.0,264.9,723.675,2020-04-21,2020-04-21,758.0
475.5,245.175,679.9249999999998,2020-04-22,2020-04-22,708.0
452.5,231.65,670.15,2020-04-23,2020-04-23,689.0
440.0,219.125,593.525,2020-04-24,2020-04-24,628.0
413.0,211.375,564.525,2020-04-25,2020-04-25,365.0
389.0,209.8,534.3499999999999,2020-04-26,2020-04-26,294.0
370.5,204.375,496.1,2020-04-27,2020-04-27,534.0
354.0,183.275,483.49999999999983,2020-04-28,2020-04-28,509.0
330.0,172.75,450.0499999999999,2020-04-29,2020-04-29,447.0
317.0,167.95,410.62499999999994,2020-04-30,2020-04-30,471.0
305.5,151.425,407.62499999999994,2020-05-01,2020-05-01,288.0
285.0,149.85,398.92499999999984,2020-05-02,2020-05-02,273.0
270.0,148.375,357.525,2020-05-03,2020-05-03,218.0
257.5,137.425,340.525,2020-05-04,2020-05-04,333.0
242.5,133.0,332.04999999999995,2020-05-05,2020-05-05,358.0
231.0,132.95,302.15,2020-05-06,2020-05-06,315.0
217.0,117.65,272.04999999999995,2020-05-07,2020-05-07,328.0
203.5,121.9,265.575,2020-05-08,2020-05-08,179.0
196.5,108.275,256.04999999999995,2020-05-09,2020-05-09,207.0
186.0,109.475,240.49999999999983,2020-05-10,2020-05-10,168.0
174.0,96.375,234.525,2020-05-11,2020-05-11,246.0
165.0,92.85,220.09999999999997,2020-05-12,2020-05-12,250.0
156.0,92.95,206.525,2020-05-13,2020-05-13,214.0
147.5,82.85,193.575,2020-05-14,2020-05-14,224.0
140.5,87.425,178.0,2020-05-15,2020-05-15,217.0
135.5,81.425,173.52499999999998,2020-05-16,2020-05-16,115.0
132.5,78.375,175.52499999999998,2020-05-17,2020-05-17,115.0
128.5,75.9,168.09999999999997,2020-05-18,2020-05-18,198.0
127.5,74.425,160.09999999999997,2020-05-19,2020-05-19,178.0
125.5,71.425,161.0,2020-05-20,2020-05-20,184.0
122.0,68.9,152.575,2020-05-21,2020-05-21,115.0
120.0,73.475,160.52499999999998,2020-05-22,2020-05-22,170.0
114.0,69.425,144.0,2020-05-23,2020-05-23,104.0
112.0,72.95,142.04999999999998,2020-05-24,2020-05-24,68.0
109.5,66.95,139.04999999999998,2020-05-25,2020-05-25,122.0
105.0,67.475,136.52499999999998,2020-05-26,2020-05-26,137.0
102.0,60.95,126.62499999999996,2020-05-27,2020-05-27,108.0
96.0,64.325,128.04999999999998,2020-05-28,2020-05-28,105.0
95.0,58.0,115.04999999999998,2020-05-29,2020-05-29,94.0
90.0,63.475,116.525,2020-05-30,2020-05-30,57.0
85.5,52.0,111.57499999999996,2020-05-31,2020-05-31,56.0
82.0,52.475,105.04999999999998,2020-06-01,2020-06-01,47.0
81.0,51.9,96.525,2020-06-02,2020-06-02,87.0
73.0,46.9,100.04999999999998,2020-06-03,2020-06-03,80.0
72.5,45.95,97.0,2020-06-04,2020-06-04,78.0
68.0,47.475,89.57499999999997,2020-06-05,2020-06-05,57.0
67.5,46.9,90.04999999999998,2020-06-06,2020-06-06,53.0
63.0,36.95,84.04999999999998,2020-06-07,2020-06-07,31.0
62.0,40.475,88.5999999999998,2020-06-08,2020-06-08,50.0
55.0,36.475,72.0,2020-06-09,2020-06-09,55.0
54.0,33.425,69.52499999999999,2020-06-10,2020-06-10,69.0
52.5,36.95,69.0,2020-06-11,2020-06-11,54.0
51.0,30.95,68.52499999999999,2020-06-12,2020-06-12,46.0
49.0,29.475,62.0,2020-06-13,2020-06-13,24.0
45.0,29.0,60.0,2020-06-14,2020-06-14,35.0
43.0,29.475,59.52499999999999,2020-06-15,2020-06-15,45.0
42.0,28.475,56.0,2020-06-16,2020-06-16,45.0
40.0,27.475,53.574999999999974,2020-06-17,2020-06-17,42.0
38.5,28.425,52.0,2020-06-18,2020-06-18,49.0
37.0,24.475,50.099999999999966,2020-06-19,2020-06-19,53.0
34.0,23.0,47.574999999999974,2020-06-20,2020-06-20,33.0
33.0,24.0,46.52499999999999,2020-06-21,2020-06-21,24.0
32.0,19.475,43.52499999999999,2020-06-22,2020-06-22,31.0
29.5,20.0,40.52499999999999,2020-06-23,2020-06-23,41.0
29.5,19.475,41.52499999999999,2020-06-24,2020-06-24,31.0
28.0,17.0,37.52499999999999,2020-06-25,2020-06-25,41.0
27.0,16.95,37.04999999999998,2020-06-26,2020-06-26,38.0
25.5,16.475,36.0,2020-06-27,2020-06-27,23.0
25.0,14.475,36.04999999999998,2020-06-28,2020-06-28,22.0
23.0,16.0,34.04999999999998,2020-06-29,2020-06-29,22.0
22.0,14.475,32.0,2020-06-30,2020-06-30,33.0
21.0,13.0,31.049999999999983,2020-07-01,2020-07-01,37.0
21.0,12.0,31.0,2020-07-02,2020-07-02,23.0
20.0,11.0,28.52499999999999,2020-07-03,2020-07-03,33.0
19.0,10.0,29.049999999999983,2020-07-04,2020-07-04,24.0
18.0,10.0,27.52499999999999,2020-07-05,2020-07-05,17.0
18.0,9.0,26.52499999999999,2020-07-06,2020-07-06,30.0
16.0,9.475,25.52499999999999,2020-07-07,2020-07-07,24.0
15.5,8.475,25.0,2020-07-08,2020-07-08,28.0
14.0,7.475,24.0,2020-07-09,2020-07-09,38.0
15.0,8.0,22.0,2020-07-10,2020-07-10,39.0
15.0,8.0,21.52499999999999,2020-07-11,2020-07-11,19.0
14.0,6.0,22.52499999999999,2020-07-12,2020-07-12,23.0
15.0,8.0,23.52499999999999,2020-07-13,2020-07-13,47.0
14.5,8.0,23.0,2020-07-14,2020-07-14,29.0
15.0,9.0,22.0,2020-07-15,2020-07-15,45.0
17.0,9.475,24.52499999999999,2020-07-16,2020-07-16,61.0
17.0,9.95,27.049999999999983,2020-07-17,2020-07-17,41.0
17.0,11.0,26.0,2020-07-18,2020-07-18,23.0
19.0,10.0,28.0,2020-07-19,2020-07-19,26.0
18.0,12.475,27.52499999999999,2020-07-20,2020-07-20,38.0
20.0,11.0,28.0,2020-07-21,2020-07-21,43.0
21.0,10.95,34.574999999999974,2020-07-22,2020-07-22,35.0
22.0,14.475,32.0,2020-07-23,2020-07-23,31.0
24.0,15.0,33.0,2020-07-24,2020-07-24,34.0
24.0,14.475,36.04999999999998,2020-07-25,2020-07-25,35.0
25.0,14.475,37.04999999999998,2020-07-26,2020-07-26,33.0
26.0,17.0,39.52499999999999,2020-07-27,2020-07-27,38.0
27.0,17.475,40.0,2020-07-28,2020-07-28,44.0
29.5,18.0,41.52499999999999,2020-07-29,2020-07-29,42.0
29.5,19.475,42.52499999999999,2020-07-30,2020-07-30,39.0
32.0,20.0,44.04999999999998,2020-07-31,2020-07-31,47.0
33.0,23.425,43.0,2020-08-01,2020-08-01,30.0
34.0,20.475,47.52499999999999,2020-08-02,2020-08-02,31.0
36.0,23.0,48.52499999999999,2020-08-03,2020-08-03,46.0
39.0,25.0,50.0,2020-08-04,2020-08-04,70.0
40.0,23.475,55.574999999999974,2020-08-05,2020-08-05,53.0
42.0,28.475,57.0,2020-08-06,2020-08-06,48.0
42.0,27.475,58.0,2020-08-07,2020-08-07,60.0
46.0,27.0,59.52499999999999,2020-08-08,2020-08-08,42.0
47.0,27.0,67.09999999999997,2020-08-09,2020-08-09,47.0
48.0,29.475,71.57499999999997,2020-08-10,2020-08-10,56.0
52.0,33.95,75.09999999999997,2020-08-11,2020-08-11,78.0
55.5,36.0,82.52499999999999,2020-08-12,2020-08-12,78.0
57.5,35.475,79.04999999999998,2020-08-13,2020-08-13,70.0
60.0,36.425,82.52499999999999,2020-08-14,2020-08-14,60.0
63.5,40.475,85.52499999999999,2020-08-15,2020-08-15,55.0
67.0,44.95,90.525,2020-08-16,2020-08-16,53.0
70.0,39.9,93.525,2020-08-17,2020-08-17,59.0
72.0,44.425,95.525,2020-08-18,2020-08-18,62.0
76.0,44.475,103.09999999999997,2020-08-19,2020-08-19,76.0
79.0,51.8,106.0,2020-08-20,2020-08-20,78.0
84.5,53.0,117.09999999999997,2020-08-21,2020-08-21,66.0
86.0,55.475,120.04999999999998,2020-08-22,2020-08-22,52.0
93.0,55.9,124.525,2020-08-23,2020-08-23,50.0
92.0,53.0,127.04999999999998,2020-08-24,2020-08-24,87.0
101.0,57.9,139.52499999999998,2020-08-25,2020-08-25,73.0
102.5,61.475,140.62499999999994,2020-08-26,2020-08-26,88.0
107.0,65.8,151.67499999999995,2020-08-27,2020-08-27,100.0
114.5,63.475,154.52499999999998,2020-08-28,2020-08-28,100.0
120.0,64.95,164.52499999999998,2020-08-29,2020-08-29,74.0
123.5,66.95,173.09999999999997,2020-08-30,2020-08-30,73.0
132.0,77.9,176.52499999999998,2020-08-31,2020-08-31,109.0
135.5,73.475,190.24999999999991,2020-09-01,2020-09-01,134.0
141.0,79.85,197.05,2020-09-02,2020-09-02,123.0
150.0,83.75,206.09999999999997,2020-09-03,2020-09-03,138.0
157.0,90.425,220.525,2020-09-04,2020-09-04,154.0
160.0,85.0,221.09999999999997,2020-09-05,2020-09-05,128.0
164.5,92.475,236.05,2020-09-06,2020-09-06,116.0
173.0,103.9,248.62499999999991,2020-09-07,2020-09-07,208.0
183.5,106.425,259.04999999999995,2020-09-08,2020-09-08,203.0
197.0,112.475,300.8749999999999,2020-09-09,2020-09-09,163.0
217.5,119.85,314.2499999999999,2020-09-10,2020-09-10,213.0
233.5,128.475,353.525,2020-09-11,2020-09-11,250.0
256.0,142.75,363.2999999999999,2020-09-12,2020-09-12,194.0
253.5,131.95,382.0499999999999,2020-09-13,2020-09-13,152.0
258.0,145.275,393.0,2020-09-14,2020-09-14,242.0
263.5,144.85,405.575,2020-09-15,2020-09-15,266.0
268.0,148.425,395.0499999999999,2020-09-16,2020-09-16,291.0
273.5,153.95,403.575,2020-09-17,2020-09-17,280.0
278.0,152.425,418.3499999999999,2020-09-18,2020-09-18,356.0
281.0,140.95,410.7249999999999,2020-09-19,2020-09-19,206.0
283.0,147.475,432.7749999999999,2020-09-20,2020-09-20,257.0
295.0,160.175,428.575,2020-09-21,2020-09-21,317.0
292.0,151.325,438.1,2020-09-22,2020-09-22,311.0
300.0,167.375,456.525,2020-09-23,2020-09-23,306.0
301.0,157.225,452.62499999999994,2020-09-24,2020-09-24,346.0
305.0,163.65,479.54999999999984,2020-09-25,2020-09-25,335.0
310.5,153.85,482.54999999999984,2020-09-26,2020-09-26,226.0
317.0,165.025,487.2999999999999,2020-09-27,2020-09-27,198.0
331.0,159.875,505.575,2020-09-28,2020-09-28,384.0
333.0,179.075,504.15,2020-09-29,2020-09-29,353.0
337.0,174.65,533.5749999999999,2020-09-30,2020-09-30,375.0
347.5,182.85,545.675,2020-10-01,2020-10-01,359.0
355.0,178.7,579.8249999999999,2020-10-02,2020-10-02,406.0
369.0,176.95,556.1999999999999,2020-10-03,2020-10-03,355.0
362.5,170.85,593.05,2020-10-04,2020-10-04,266.0
378.0,181.8,613.0249999999999,2020-10-05,2020-10-05,398.0
378.0,186.275,613.525,2020-10-06,2020-10-06,495.0
390.5,188.8,611.2499999999999,2020-10-07,2020-10-07,461.0
394.0,205.7,639.1999999999999,2020-10-08,2020-10-08,488.0
408.0,196.4,646.3,2020-10-09,2020-10-09,543.0
429.0,226.7,690.3499999999999,2020-10-10,2020-10-10,466.0
458.0,231.925,728.3499999999999,2020-10-11,2020-10-11,383.0
474.0,242.125,797.3249999999997,2020-10-12,2020-10-12,687.0
510.0,247.275,837.625,2020-10-13,2020-10-13,725.0
557.5,285.85,872.7249999999999,2020-10-14,2020-10-14,763.0
593.5,296.95,976.675,2020-10-15,2020-10-15,744.0
629.5,322.7,1059.3749999999998,2020-10-16,2020-10-16,889.0
690.0,347.325,1104.775,2020-10-17,2020-10-17,770.0
731.5,368.325,1198.4999999999998,2020-10-18,2020-10-18,662.0
791.5,400.925,1270.4,2020-10-19,2020-10-19,996.0
850.0,421.6,1386.65,2020-10-20,2020-10-20,1140.0
903.0,485.025,1504.9499999999996,2020-10-21,2020-10-21,1118.0
953.5,482.275,1563.7499999999998,2020-10-22,2020-10-22,1239.0
1038.0,537.325,1637.525,2020-10-23,2020-10-23,1299.0
1092.5,536.3,1776.775,2020-10-24,2020-10-24,1056.0
1167.0,575.45,1884.5499999999995,2020-10-25,2020-10-25,968.0
1198.5,586.15,1894.825,2020-10-26,2020-10-26,1514.0
1249.0,618.95,1993.7,2020-10-27,2020-10-27,1556.0
1301.0,642.55,2097.7999999999997,2020-10-28,2020-10-28,1587.0
1346.5,664.75,2176.6749999999997,2020-10-29,2020-10-29,1582.0
1369.5,658.225,2198.6749999999993,2020-10-30,2020-10-30,1648.0
1408.0,699.275,2244.25,2020-10-31,2020-10-31,1360.0
1407.0,695.975,2299.525,2020-11-01,2020-11-01,1281.0
1423.0,717.85,2254.25,2020-11-02,2020-11-02,1962.0
1395.0,711.875,2312.875,2020-11-03,2020-11-03,1826.0
1359.5,684.025,2199.6749999999997,2020-11-04,2020-11-04,1685.0
1343.0,658.25,2128.625,2020-11-05,2020-11-05,1653.0
1273.5,623.275,2019.1749999999995,2020-11-06,2020-11-06,1759.0
1214.0,566.125,1925.9499999999996,2020-11-07,2020-11-07,1309.0
1116.0,572.0,1852.1749999999995,2020-11-08,2020-11-08,1171.0
1091.0,535.75,1724.0749999999998,2020-11-09,2020-11-09,1789.0
1015.5,486.925,1604.575,2020-11-10,2020-11-10,1728.0
969.0,456.9,1501.0,2020-11-11,2020-11-11,1193.0
915.5,467.25,1414.05,2020-11-12,2020-11-12,1513.0
900.5,462.775,1419.1999999999998,2020-11-13,2020-11-13,1572.0
870.5,448.6,1349.15,2020-11-14,2020-11-14,1212.0
848.5,436.425,1334.1249999999998,2020-11-15,2020-11-15,904.0
840.5,460.75,1282.1,2020-11-16,2020-11-16,1405.0
822.0,429.55,1264.925,2020-11-17,2020-11-17,1323.0
805.0,412.15,1259.35,2020-11-18,2020-11-18,1191.0
824.0,455.175,1251.575,2020-11-19,2020-11-19,1097.0
813.0,413.3,1226.725,2020-11-20,2020-11-20,1088.0
811.5,427.025,1217.7499999999998,2020-11-21,2020-11-21,758.0
811.0,440.225,1192.525,2020-11-22,2020-11-22,568.0
808.0,462.0,1175.925,2020-11-23,2020-11-23,972.0
805.5,454.375,1178.4499999999998,2020-11-24,2020-11-24,1028.0
812.5,449.45,1161.525,2020-11-25,2020-11-25,916.0
825.0,465.275,1146.6,2020-11-26,2020-11-26,869.0
811.5,466.1,1142.5749999999996,2020-11-27,2020-11-27,863.0
820.5,457.65,1111.05,2020-11-28,2020-11-28,600.0
813.5,469.0,1110.35,2020-11-29,2020-11-29,507.0
798.0,485.5,1078.15,2020-11-30,2020-11-30,820.0
793.5,452.875,1046.1999999999998,2020-12-01,2020-12-01,874.0
792.5,477.975,1055.8249999999998,2020-12-02,2020-12-02,865.0
774.5,478.475,1020.8499999999996,2020-12-03,2020-12-03,839.0
755.0,459.4,960.0,2020-12-04,2020-12-04,877.0
736.0,467.65,941.35,2020-12-05,2020-12-05,623.0
729.0,441.975,919.625,2020-12-06,2020-12-06,550.0
723.5,470.525,894.625,2020-12-07,2020-12-07,836.0
708.0,472.175,857.0749999999998,2020-12-08,2020-12-08,777.0
688.0,467.525,874.4999999999998,2020-12-09,2020-12-09,799.0
679.5,435.35,825.525,2020-12-10,2020-12-10,804.0
660.5,434.9,796.525,2020-12-11,2020-12-11,844.0
646.5,439.375,764.5749999999999,2020-12-12,2020-12-12,667.0
628.5,434.75,750.675,2020-12-13,2020-12-13,515.0
633.0,417.425,726.7749999999999,2020-12-14,2020-12-14,880.0
604.0,409.25,687.0999999999999,2020-12-15,2020-12-15,835.0
594.0,422.85,678.5749999999999,2020-12-16,2020-12-16,787.0
583.0,403.175,663.5749999999999,2020-12-17,2020-12-17,780.0
564.5,412.425,634.1999999999999,2020-12-18,2020-12-18,841.0
547.0,417.225,631.5749999999999,2020-12-19,2020-12-19,631.0
542.5,408.55,595.525,2020-12-20,2020-12-20,464.0
520.5,394.7,585.15,2020-12-21,2020-12-21,776.0
504.5,400.475,562.05,2020-12-22,2020-12-22,912.0
497.0,401.8,544.15,2020-12-23,2020-12-23,815.0
477.0,373.425,534.625,2020-12-24,2020-12-24,727.0
474.5,386.125,524.675,2020-12-25,2020-12-25,476.0
483.0,396.075,527.675,2020-12-26,2020-12-26,548.0
501.0,424.0,549.525,2020-12-27,2020-12-27,511.0
522.5,445.45,567.1999999999999,2020-12-28,2020-12-28,881.0
542.5,460.9,606.5749999999999,2020-12-29,2020-12-29,871.0
566.5,495.975,631.3,2020-12-30,2020-12-30,830.0
598.0,518.7,677.5749999999999,2020-12-31,2020-12-31,743.0
623.0,548.0,686.0,2021-01-01,2021-01-01,528.0
652.5,562.275,711.05,2021-01-02,2021-01-02,615.0
666.5,585.225,735.3,2021-01-03,2021-01-03,627.0
701.0,604.275,759.05,2021-01-04,2021-01-04,914.0
712.0,625.7,771.4999999999998,2021-01-05,2021-01-05,956.0
739.0,648.0,795.0,2021-01-06,2021-01-06,853.0
752.0,666.425,826.0,2021-01-07,2021-01-07,889.0
769.0,681.075,827.675,2021-01-08,2021-01-08,914.0
763.0,677.0,816.1999999999999,2021-01-09,2021-01-09,658.0
770.5,657.0,826.525,2021-01-10,2021-01-10,536.0
747.0,656.95,825.625,2021-01-11,2021-01-11,926.0
738.0,627.425,808.0,2021-01-12,2021-01-12,1000.0
730.0,627.425,798.0,2021-01-13,2021-01-13,1047.0
727.5,632.475,791.05,2021-01-14,2021-01-14,1020.0
734.0,617.8,805.0,2021-01-15,2021-01-15,1050.0
743.5,649.475,816.625,2021-01-16,2021-01-16,794.0
758.0,631.8,851.15,2021-01-17,2021-01-17,628.0
784.0,656.7,879.3499999999999,2021-01-18,2021-01-18,1087.0
820.0,672.95,909.05,2021-01-19,2021-01-19,1126.0
860.5,707.75,983.4,2021-01-20,2021-01-20,1056.0
915.0,728.75,1034.0,2021-01-21,2021-01-21,1078.0
959.5,751.025,1108.1,2021-01-22,2021-01-22,1065.0
983.5,759.5,1125.525,2021-01-23,2021-01-23,819.0
984.5,738.5,1123.925,2021-01-24,2021-01-24,686.0
981.5,764.175,1120.575,2021-01-25,2021-01-25,1093.0
951.5,729.9,1118.6999999999998,2021-01-26,2021-01-26,1115.0
937.0,678.275,1085.975,2021-01-27,2021-01-27,1001.0
907.0,667.5,1091.775,2021-01-28,2021-01-28,1034.0
874.5,650.0,1057.575,2021-01-29,2021-01-29,1079.0
860.5,618.8,1056.0749999999998,2021-01-30,2021-01-30,791.0
835.0,589.85,1043.525,2021-01-31,2021-01-31,676.0
826.5,586.375,1030.575,2021-02-01,2021-02-01,1127.0
805.5,539.275,1033.625,2021-02-02,2021-02-02,1136.0
793.0,539.95,1038.6749999999995,2021-02-03,2021-02-03,1010.0
779.0,527.8,1048.2749999999996,2021-02-04,2021-02-04,998.0
782.5,522.225,1027.525,2021-02-05,2021-02-05,970.0
770.5,506.275,1028.3249999999998,2021-02-06,2021-02-06,712.0
745.0,478.6,1026.05,2021-02-07,2021-02-07,659.0
733.5,475.85,1054.05,2021-02-08,2021-02-08,1002.0
731.5,456.95,1051.8249999999996,2021-02-09,2021-02-09,1012.0
730.5,458.275,1075.8749999999998,2021-02-10,2021-02-10,879.0
731.0,444.5,1087.575,2021-02-11,2021-02-11,827.0
731.0,429.5,1066.25,2021-02-12,2021-02-12,857.0
705.5,435.6,1092.8499999999997,2021-02-13,2021-02-13,626.0
695.0,405.175,1047.25,2021-02-14,2021-02-14,539.0
681.5,397.475,1066.575,2021-02-15,2021-02-15,852.0
647.5,386.8,1019.7499999999998,2021-02-16,2021-02-16,893.0
631.5,363.475,1013.6999999999998,2021-02-17,2021-02-17,856.0
604.5,330.75,962.7499999999998,2021-02-18,2021-02-18,778.0
588.5,335.95,936.15,2021-02-19,2021-02-19,807.0
579.0,328.65,956.3999999999996,2021-02-20,2021-02-20,660.0
583.5,349.8,968.6499999999996,2021-02-21,2021-02-21,577.0
601.5,358.075,981.1999999999992,2021-02-22,2021-02-22,874.0
631.0,355.375,1041.35,2021-02-23,2021-02-23,829.0
632.5,371.85,1072.5749999999996,2021-02-24,2021-02-24,820.0
664.5,374.75,1098.3499999999997,2021-02-25,2021-02-25,860.0
679.0,376.325,1133.4,2021-02-26,2021-02-26,809.0
688.0,391.375,1157.5749999999996,2021-02-27,2021-02-27,681.0
706.0,409.65,1215.6,2021-02-28,2021-02-28,520.0
733.0,406.95,1238.4249999999993,2021-03-01,2021-03-01,836.0
747.0,417.9,1287.4749999999992,2021-03-02,2021-03-02,946.0
769.5,442.475,1286.7749999999996,2021-03-03,2021-03-03,857.0
794.0,435.95,1344.5249999999996,2021-03-04,2021-03-04,816.0
795.0,461.95,1402.6249999999995,2021-03-05,2021-03-05,834.0
818.0,454.375,1388.8249999999998,2021-03-06,2021-03-06,605.0
821.0,453.4,1406.5249999999996,2021-03-07,2021-03-07,560.0
806.5,449.275,1452.1499999999992,2021-03-08,2021-03-08,805.0
816.5,451.75,1437.774999999999,2021-03-09,2021-03-09,806.0
825.5,454.8,1408.1999999999994,2021-03-10,2021-03-10,812.0
837.0,460.7,1479.1499999999992,2021-03-11,2021-03-11,891.0
862.0,466.5,1464.925,2021-03-12,2021-03-12,818.0
846.0,457.85,1534.199999999999,2021-03-13,2021-03-13,706.0
853.0,457.075,1545.7999999999993,2021-03-14,2021-03-14,653.0
856.0,454.8,1600.7249999999992,2021-03-15,2021-03-15,939.0
875.0,465.425,1573.4749999999992,2021-03-16,2021-03-16,863.0
873.0,472.275,1640.6749999999993,2021-03-17,2021-03-17,885.0
898.5,487.0,1672.0999999999997,2021-03-18,2021-03-18,898.0
906.0,470.95,1631.774999999999,2021-03-19,2021-03-19,1036.0
