id,dept,reg
36110,36,24
36120,36,24
36130,36,24
36140,36,24
36150,36,24
37010,37,24
37020,37,24
37030,37,24
37040,37,24
37050,37,24
37060,37,24
37070,37,24
37080,37,24
37090,37,24
37100,37,24
37110,37,24
37120,37,24
37130,37,24
37140,37,24
37150,37,24
38010,38,84
38020,38,84
38030,38,84
38040,38,84
38050,38,84
38060,38,84
38070,38,84
38081,38,84
38082,38,84
38083,38,84
38090,38,84
38100,38,84
38110,38,84
38120,38,84
38130,38,84
38140,38,84
38150,38,84
38160,38,84
38170,38,84
38180,38,84
38190,38,84
39010,39,27
39020,39,27
39030,39,27
39040,39,27
39050,39,27
39060,39,27
39070,39,27
39080,39,27
39090,39,27
39100,39,27
39110,39,27
40010,40,75
40020,40,75
40030,40,75
40040,40,75
40050,40,75
40060,40,75
40070,40,75
40080,40,75
40090,40,75
40100,40,75
40110,40,75
40120,40,75
40130,40,75
40140,40,75
40150,40,75
40160,40,75
40170,40,75
41010,41,24
41020,41,24
41030,41,24
41040,41,24
41050,41,24
41060,41,24
41070,41,24
41080,41,24
41090,41,24
41100,41,24
41110,41,24
41120,41,24
41130,41,24
41140,41,24
42011,42,84
42012,42,84
42020,42,84
42030,42,84
42040,42,84
42050,42,84
42060,42,84
42070,42,84
42080,42,84
42090,42,84
43010,43,84
43020,43,84
43030,43,84
43040,43,84
43050,43,84
43060,43,84
43070,43,84
43080,43,84
43090,43,84
43110,43,84
43120,43,84
44010,44,52
44020,44,52
44030,44,52
44040,44,52
44050,44,52
44060,44,52
44071,44,52
44072,44,52
44080,44,52
44101,44,52
44102,44,52
44103,44,52
44104,44,52
44105,44,52
44110,44,52
44120,44,52
44130,44,52
44140,44,52
44150,44,52
44160,44,52
44170,56,53
45010,45,24
45020,45,24
45030,45,24
45040,45,24
45050,45,24
45060,45,24
45070,45,24
45080,45,24
45090,45,24
45100,45,24
45110,45,24
45120,45,24
45130,45,24
45140,45,24
45150,45,24
45160,45,24
45170,45,24
46010,46,76
46020,46,76
46030,46,76
46040,46,76
46050,46,76
46060,46,76
46070,46,76
46080,46,76
47010,47,75
47020,47,75
47030,47,75
47040,47,75
47050,47,75
47060,47,75
47070,47,75
47080,47,75
47090,47,75
47100,47,75
47110,47,75
48010,48,76
48020,48,76
48030,48,76
48040,48,76
48050,48,76
48060,48,76
48070,48,76
48080,48,76
48090,48,76
48100,48,76
48110,48,76
49010,49,52
49020,49,52
49030,49,52
49040,49,52
49050,49,52
49060,49,52
49070,49,52
49080,49,52
49090,49,52
49100,49,52
49110,49,52
49120,49,52
49130,49,52
49140,49,52
49150,49,52
49160,49,52
49170,49,52
49180,49,52
50010,50,28
50020,50,28
50030,50,28
50040,50,28
50050,50,28
50060,50,28
50070,50,28
50080,50,28
50090,50,28
50100,50,28
50110,50,28
50120,50,28
50130,50,28
50140,50,28
50150,50,28
50160,50,28
51010,51,44
51020,51,44
51030,51,44
51040,51,44
51050,51,44
51060,51,44
51070,51,44
51080,51,44
51090,51,44
51100,51,44
51110,51,44
51120,51,44
51130,51,44
51140,51,44
51150,51,44
52010,52,44
52020,52,44
52030,52,44
52040,52,44
52050,52,44
52060,52,44
52070,52,44
52080,52,44
52090,52,44
52100,52,44
52110,52,44
52120,52,44
52130,52,44
52140,52,44
53010,53,52
53020,53,52
53030,53,52
53040,53,52
53050,53,52
53060,53,52
53070,53,52
53080,53,52
53090,53,52
53100,53,52
54010,54,44
54020,54,44
54030,54,44
54040,54,44
54050,54,44
54060,54,44
54070,54,44
54080,54,44
54090,54,44
54100,54,44
54110,54,44
54120,54,44
54130,54,44
54140,54,44
54150,54,44
54160,54,44
54170,54,44
54180,54,44
54190,54,44
54200,54,44
55010,55,44
55020,55,44
55030,55,44
55040,55,44
55050,55,44
55060,55,44
55070,55,44
55080,55,44
55090,55,44
55100,55,44
55110,55,44
55120,55,44
55130,55,44
55140,55,44
55150,55,44
55160,55,44
55170,55,44
55180,55,44
56010,56,53
56020,56,53
56030,56,53
56040,56,53
56050,56,53
56060,56,53
56070,56,53
56080,56,53
56090,56,53
56100,56,53
56110,56,53
56120,56,53
56130,56,53
56140,56,53
56150,56,53
56160,56,53
56170,56,53
56180,56,53
56190,56,53
57010,57,44
57020,57,44
57030,57,44
57040,57,44
57050,57,44
57060,57,44
57070,57,44
57080,57,44
57090,57,44
57100,57,44
57110,57,44
57120,57,44
57130,57,44
57140,57,44
57150,57,44
57160,57,44
57170,57,44
57180,57,44
58010,58,27
58020,58,27
58030,58,27
58040,58,27
58050,58,27
58060,58,27
58070,58,27
58080,58,27
58090,58,27
58100,58,27
58110,58,27
58120,58,27
58130,58,27
58140,58,27
58150,58,27
59010,59,32
59020,59,32
59030,59,32
59040,59,32
59050,59,32
59060,59,32
59070,59,32
59080,59,32
59090,59,32
59100,59,32
59110,59,32
59120,59,32
59130,59,32
59140,59,32
59150,59,32
59170,59,32
59181,59,32
59182,59,32
59183,59,32
59184,59,32
59185,59,32
59186,59,32
59187,59,32
59188,59,32
60010,60,32
60020,60,32
60030,60,32
60040,60,32
60050,60,32
60060,60,32
60070,60,32
60080,60,32
60090,60,32
60100,60,32
60110,60,32
60120,60,32
60130,60,32
60140,60,32
60150,60,32
60160,60,32
60170,60,32
60180,60,32
60190,60,32
60200,60,32
60210,60,32
61010,61,28
61020,61,28
61030,61,28
61040,61,28
61050,61,28
61060,61,28
61070,61,28
61080,61,28
61090,61,28
61100,61,28
61110,61,28
61120,61,28
61130,61,28
61140,61,28
61150,61,28
62010,62,32
62020,62,32
62030,62,32
62040,62,32
62050,62,32
62060,62,32
62070,62,32
62080,62,32
62090,62,32
62100,62,32
62110,62,32
62120,62,32
62130,62,32
62140,62,32
62150,62,32
62160,62,32
62170,62,32
62180,62,32
62190,62,32
62200,62,32
62210,62,32
62220,62,32
63010,63,84
63020,63,84
63030,63,84
63040,63,84
63050,63,84
63060,63,84
63070,63,84
63080,63,84
63090,63,84
63100,63,84
63110,63,84
63120,63,84
63130,63,84
63140,63,84
63150,63,84
64010,64,75
64020,64,75
64030,64,75
64040,64,75
64050,64,75
64060,64,75
64070,64,75
64080,64,75
64090,64,75
64100,64,75
64110,64,75
64120,64,75
64130,64,75
64140,64,75
64150,64,75
64160,64,75
64170,64,75
64180,64,75
65010,65,76
65020,65,76
65030,65,76
65040,65,76
65050,65,76
65060,65,76
65070,65,76
65080,65,76
65090,65,76
65100,65,76
65110,65,76
65120,65,76
66010,66,76
66020,66,76
66030,66,76
66040,66,76
66050,66,76
66060,66,76
66070,66,76
66080,66,76
66090,66,76
67011,67,44
67012,67,44
67013,67,44
67020,67,44
67030,67,44
67040,67,44
67050,67,44
67060,67,44
67070,67,44
67080,67,44
67090,67,44
67100,67,44
67110,67,44
67120,67,44
67130,67,44
67140,67,44
67150,67,44
67160,67,44
68010,68,44
68020,68,44
68030,68,44
68040,68,44
68050,68,44
68060,68,44
68070,68,44
68080,68,44
68090,68,44
68100,68,44
68110,68,44
69010,69,84
69020,69,84
69030,69,84
69040,69,84
69050,69,84
69060,69,84
69080,69,84
69091,69,84
69092,69,84
69093,69,84
69094,69,84
69095,69,84
69100,69,84
69130,69,84
69140,69,84
69151,69,84
70010,70,27
70020,70,27
70030,70,27
70040,70,27
70050,70,27
70060,70,27
70070,70,27
70080,70,27
70090,70,27
70100,70,27
70110,70,27
70120,70,27
70130,70,27
70140,70,27
71010,71,27
71020,71,27
71030,71,27
71040,71,27
71050,71,27
71060,71,27
71070,71,27
71080,71,27
71090,71,27
71100,71,27
71110,71,27
71120,71,27
71130,71,27
71140,71,27
71150,71,27
71160,71,27
71170,71,27
71180,71,27
71190,71,27
72010,72,52
72020,72,52
72030,72,52
72040,72,52
72050,72,52
72060,72,52
72070,72,52
72080,72,52
72090,72,52
72100,72,52
72110,72,52
72120,72,52
72130,72,52
72140,72,52
73010,73,84
73020,73,84
73030,73,84
73040,73,84
73050,73,84
73060,73,84
73070,73,84
73080,73,84
73090,73,84
73100,73,84
73110,73,84
73120,73,84
73130,73,84
73140,73,84
73150,73,84
74010,74,84
74020,74,84
74030,74,84
74040,74,84
74050,74,84
74060,74,84
74070,74,84
74080,74,84
74090,74,84
74100,74,84
74110,74,84
75020,92,11
76010,76,28
76020,76,28
76030,76,28
76040,76,28
76050,76,28
76061,76,28
76062,76,28
76063,76,28
76070,76,28
76080,76,28
76090,76,28
76100,76,28
76110,76,28
76120,76,28
76130,76,28
76140,76,28
76150,76,28
76160,76,28
76170,76,28
77010,77,11
77020,77,11
77030,77,11
77040,77,11
77050,77,11
77060,77,11
77070,77,11
77080,77,11
77090,77,11
77100,77,11
77110,77,11
77120,77,11
77130,77,11
77140,77,11
77150,77,11
77160,77,11
77170,77,11
77180,77,11
77190,77,11
77200,77,11
77210,77,11
77220,77,11
77230,77,11
77240,77,11
77250,77,11
77260,77,11
78010,78,11
78020,78,11
78030,78,11
78040,78,11
78050,78,11
78060,78,11
78070,78,11
78080,78,11
78090,78,11
78100,78,11
78110,78,11
78120,78,11
78130,78,11
78140,78,11
78150,78,11
78160,78,11
78170,78,11
78180,78,11
78190,78,11
78200,78,11
78210,78,11
78220,78,11
79010,79,75
79020,79,75
79030,79,75
79040,79,75
79050,79,75
79060,79,75
79070,79,75
79080,79,75
79090,79,75
80010,80,32
80020,80,32
80050,80,32
80060,80,32
80070,80,32
80080,80,32
80090,80,32
80100,80,32
80110,80,32
80120,80,32
80130,80,32
80140,80,32
80150,80,32
80160,80,32
80170,80,32
80180,80,32
80190,80,32
80200,80,32
81010,81,76
81020,81,76
81030,81,76
81040,81,76
81050,81,76
81060,81,76
81070,81,76
81080,81,76
81090,81,76
81100,81,76
81110,81,76
81120,81,76
82010,82,76
82020,82,76
82030,82,76
82040,82,76
82050,82,76
82060,82,76
82070,82,76
82080,82,76
82090,82,76
83011,83,93
83012,83,93
83020,83,93
83030,83,93
83040,83,93
83050,83,93
83060,83,93
83070,83,93
83080,83,93
83090,83,93
83100,83,93
83110,83,93
83120,83,93
84010,84,93
84020,84,93
84030,84,93
84040,84,93
84050,84,93
84060,84,93
84070,84,93
84080,84,93
84090,84,93
85010,85,52
85020,85,52
85030,85,52
85040,85,52
85050,85,52
85060,85,52
85070,85,52
85080,85,52
85090,85,52
85100,85,52
85110,85,52
85120,85,52
85130,85,52
85140,85,52
85150,85,52
85160,85,52
85170,85,52
85180,85,52
85190,85,52
85200,85,52
86010,86,75
86020,86,75
86030,86,75
86040,86,75
86050,86,75
86060,86,75
86070,86,75
86080,86,75
86090,86,75
86100,86,75
86110,86,75
86120,86,75
87010,87,75
87020,87,75
87030,87,75
87040,87,75
87050,87,75
87060,87,75
87070,87,75
87080,87,75
87090,87,75
87100,87,75
88010,88,44
88020,88,44
88030,88,44
88040,88,44
88050,88,44
88060,88,44
88070,88,44
88080,88,44
88090,88,44
88100,88,44
88110,88,44
88120,88,44
88130,88,44
88140,88,44
88150,88,44
88160,88,44
89010,89,27
89020,89,27
89030,89,27
89040,89,27
89050,89,27
89060,89,27
89070,89,27
89080,89,27
89090,89,27
89100,89,27
89110,89,27
89120,89,27
89130,89,27
89140,89,27
89150,89,27
90010,90,27
90020,90,27
91010,91,11
91020,91,11
91030,91,11
91040,91,11
91050,91,11
91060,91,11
91070,91,11
91080,91,11
91090,91,11
91100,91,11
91110,91,11
91120,91,11
91130,91,11
91140,91,11
91150,91,11
91160,91,11
91170,91,11
92010,92,11
92020,92,11
92030,92,11
92040,92,11
92050,92,11
92060,92,11
92070,92,11
92080,92,11
92090,92,11
92100,92,11
92110,92,11
92120,92,11
92130,92,11
92141,92,11
92142,92,11
92150,92,11
92160,92,11
93011,93,11
93012,93,11
93020,93,11
93030,93,11
93040,93,11
93050,93,11
93060,93,11
93070,93,11
93080,93,11
93090,93,11
93100,93,11
93110,93,11
93121,93,11
93122,93,11
93130,93,11
94010,94,11
94020,94,11
94030,94,11
94040,94,11
94050,94,11
94060,94,11
94070,94,11
94081,94,11
94082,94,11
94090,94,11
94100,94,11
94110,94,11
94120,94,11
94130,94,11
94140,94,11
94150,94,11
94160,94,11
95010,95,11
95020,95,11
95030,95,11
95040,95,11
95050,95,11
95060,95,11
95070,95,11
95080,95,11
95090,95,11
95100,95,11
95110,95,11
95120,95,11
95130,95,11
95140,95,11
95150,95,11
95160,95,11
96010,2A,94
96020,2A,94
96030,2A,94
96040,2A,94
96050,2A,94
96060,2A,94
96070,2A,94
96080,2A,94
97010,2B,94
97020,2B,94
97030,2B,94
97040,2B,94
