all-median,all-p1,all-p2,time,date,hosp_pred
16.5,5.475,28.0,2020-02-23,2020-02-23,
18.5,4.95,34.574999999999974,2020-02-24,2020-02-24,
22.0,5.95,39.574999999999974,2020-02-25,2020-02-25,
26.0,11.475,46.04999999999998,2020-02-26,2020-02-26,
34.0,15.475,52.0,2020-02-27,2020-02-27,
39.0,17.95,65.57499999999997,2020-02-28,2020-02-28,
46.0,22.0,79.19999999999993,2020-02-29,2020-02-29,
54.5,25.0,89.72499999999992,2020-03-01,2020-03-01,36.0
66.0,33.475,107.525,2020-03-02,2020-03-02,65.0
78.5,35.475,129.52499999999998,2020-03-03,2020-03-03,53.0
97.0,43.0,162.04999999999998,2020-03-04,2020-03-04,103.0
115.0,47.8,190.09999999999997,2020-03-05,2020-03-05,102.0
138.0,61.275,222.5499999999998,2020-03-06,2020-03-06,147.0
161.5,78.95,266.0,2020-03-07,2020-03-07,123.0
193.0,95.8,310.2999999999999,2020-03-08,2020-03-08,106.0
232.0,108.65,387.1999999999996,2020-03-09,2020-03-09,203.0
281.0,141.225,440.2999999999999,2020-03-10,2020-03-10,230.0
331.5,162.125,555.8749999999999,2020-03-11,2020-03-11,293.0
398.5,206.425,664.2249999999998,2020-03-12,2020-03-12,364.0
479.0,230.225,769.1999999999999,2020-03-13,2020-03-13,470.0
555.0,298.475,913.875,2020-03-14,2020-03-14,602.0
678.0,331.175,1116.9249999999995,2020-03-15,2020-03-15,700.0
820.0,395.175,1321.1249999999998,2020-03-16,2020-03-16,1065.0
975.5,483.85,1597.2749999999996,2020-03-17,2020-03-17,1126.0
1157.5,586.75,1865.2999999999995,2020-03-18,2020-03-18,1414.0
1374.5,673.225,2189.775,2020-03-19,2020-03-19,1579.0
1664.5,806.15,2704.6,2020-03-20,2020-03-20,1952.0
1980.5,991.175,3185.0249999999996,2020-03-21,2020-03-21,1680.0
2336.5,1194.175,3826.324999999999,2020-03-22,2020-03-22,1772.0
2641.0,1343.45,4272.499999999999,2020-03-23,2020-03-23,2774.0
2825.5,1423.75,4623.775,2020-03-24,2020-03-24,2731.0
2924.5,1501.55,4678.849999999998,2020-03-25,2020-03-25,3117.0
2931.5,1490.65,4713.25,2020-03-26,2020-03-26,3215.0
2899.0,1529.125,4613.45,2020-03-27,2020-03-27,3646.0
2901.0,1421.75,4618.625,2020-03-28,2020-03-28,2868.0
2814.5,1475.775,4482.9,2020-03-29,2020-03-29,2380.0
2712.0,1371.425,4379.725,2020-03-30,2020-03-30,3286.0
2653.5,1361.15,4178.749999999999,2020-03-31,2020-03-31,3135.0
2542.0,1295.225,3990.624999999999,2020-04-01,2020-04-01,2999.0
2438.5,1276.9,3815.899999999999,2020-04-02,2020-04-02,2716.0
2318.0,1220.475,3643.6,2020-04-03,2020-04-03,2764.0
2238.0,1157.75,3501.074999999999,2020-04-04,2020-04-04,2149.0
2105.0,1048.7,3285.2999999999997,2020-04-05,2020-04-05,1449.0
2018.5,1060.125,3177.45,2020-04-06,2020-04-06,2354.0
1933.0,1018.025,2981.924999999999,2020-04-07,2020-04-07,2179.0
1830.0,957.925,2871.15,2020-04-08,2020-04-08,2024.0
1769.5,935.125,2674.1749999999997,2020-04-09,2020-04-09,2065.0
1660.0,896.7,2533.7999999999993,2020-04-10,2020-04-10,1991.0
1564.5,848.25,2413.525,2020-04-11,2020-04-11,1466.0
1504.0,785.125,2306.9749999999995,2020-04-12,2020-04-12,1276.0
1419.5,736.875,2131.825,2020-04-13,2020-04-13,1117.0
1352.0,705.925,2047.625,2020-04-14,2020-04-14,1551.0
1265.0,684.4,1948.575,2020-04-15,2020-04-15,1441.0
1188.0,629.325,1840.6999999999991,2020-04-16,2020-04-16,1426.0
1162.5,618.0,1702.675,2020-04-17,2020-04-17,1392.0
1087.5,551.85,1628.8249999999996,2020-04-18,2020-04-18,917.0
1017.0,545.925,1527.7249999999997,2020-04-19,2020-04-19,700.0
956.0,526.425,1459.05,2020-04-20,2020-04-20,1113.0
934.0,480.275,1356.8249999999996,2020-04-21,2020-04-21,1133.0
874.0,497.475,1283.975,2020-04-22,2020-04-22,969.0
842.0,449.8,1183.6,2020-04-23,2020-04-23,972.0
786.5,426.025,1123.8249999999998,2020-04-24,2020-04-24,881.0
734.5,404.35,1054.7999999999995,2020-04-25,2020-04-25,535.0
690.5,363.425,1009.9249999999998,2020-04-26,2020-04-26,444.0
660.0,371.425,951.4999999999998,2020-04-27,2020-04-27,754.0
617.5,345.9,887.5499999999995,2020-04-28,2020-04-28,726.0
595.5,328.175,863.7249999999999,2020-04-29,2020-04-29,628.0
557.5,312.6,795.7749999999999,2020-04-30,2020-04-30,656.0
537.5,289.75,729.5499999999998,2020-05-01,2020-05-01,410.0
493.5,252.375,700.0999999999999,2020-05-02,2020-05-02,381.0
472.0,270.9,659.525,2020-05-03,2020-05-03,293.0
433.5,253.4,640.3,2020-05-04,2020-05-04,473.0
423.5,237.75,576.525,2020-05-05,2020-05-05,515.0
403.5,224.475,550.3,2020-05-06,2020-05-06,456.0
377.0,220.475,513.15,2020-05-07,2020-05-07,458.0
365.0,206.075,496.0499999999999,2020-05-08,2020-05-08,246.0
337.0,188.225,453.525,2020-05-09,2020-05-09,291.0
318.0,189.9,430.0,2020-05-10,2020-05-10,240.0
292.5,174.275,395.1,2020-05-11,2020-05-11,327.0
286.5,172.475,373.4499999999998,2020-05-12,2020-05-12,351.0
273.0,157.45,359.62499999999994,2020-05-13,2020-05-13,321.0
257.0,146.0,337.575,2020-05-14,2020-05-14,311.0
243.0,144.475,328.67499999999995,2020-05-15,2020-05-15,292.0
227.0,134.375,309.04999999999995,2020-05-16,2020-05-16,193.0
217.0,132.85,293.7749999999999,2020-05-17,2020-05-17,166.0
203.0,120.475,275.7249999999999,2020-05-18,2020-05-18,280.0
190.5,119.85,254.05,2020-05-19,2020-05-19,235.0
185.0,115.95,243.09999999999997,2020-05-20,2020-05-20,238.0
177.5,104.75,234.82499999999987,2020-05-21,2020-05-21,159.0
163.0,102.9,220.05,2020-05-22,2020-05-22,227.0
156.5,94.75,208.19999999999993,2020-05-23,2020-05-23,144.0
153.0,99.0,188.09999999999997,2020-05-24,2020-05-24,109.0
143.5,84.425,180.0,2020-05-25,2020-05-25,177.0
135.5,83.9,179.67499999999995,2020-05-26,2020-05-26,180.0
132.0,82.475,169.52499999999998,2020-05-27,2020-05-27,154.0
122.5,73.95,160.52499999999998,2020-05-28,2020-05-28,134.0
116.0,70.0,151.19999999999993,2020-05-29,2020-05-29,130.0
112.5,75.0,148.09999999999997,2020-05-30,2020-05-30,97.0
110.5,67.475,145.575,2020-05-31,2020-05-31,78.0
104.5,61.85,141.04999999999998,2020-06-01,2020-06-01,83.0
102.0,63.475,126.525,2020-06-02,2020-06-02,124.0
98.0,57.425,129.575,2020-06-03,2020-06-03,121.0
94.0,58.95,118.0,2020-06-04,2020-06-04,118.0
89.0,52.275,112.04999999999998,2020-06-05,2020-06-05,93.0
88.0,56.375,113.57499999999996,2020-06-06,2020-06-06,83.0
82.5,50.475,111.57499999999996,2020-06-07,2020-06-07,49.0
80.0,56.475,109.0,2020-06-08,2020-06-08,77.0
78.0,49.8,101.525,2020-06-09,2020-06-09,83.0
76.5,43.375,95.525,2020-06-10,2020-06-10,96.0
73.0,47.375,94.67499999999994,2020-06-11,2020-06-11,80.0
70.0,43.95,95.0,2020-06-12,2020-06-12,68.0
69.0,43.475,94.14999999999996,2020-06-13,2020-06-13,37.0
67.5,41.475,87.0,2020-06-14,2020-06-14,59.0
65.0,45.475,85.52499999999999,2020-06-15,2020-06-15,67.0
65.0,38.0,80.0,2020-06-16,2020-06-16,70.0
61.0,41.0,79.57499999999997,2020-06-17,2020-06-17,64.0
59.0,44.475,76.0,2020-06-18,2020-06-18,72.0
60.0,37.375,78.0,2020-06-19,2020-06-19,74.0
58.0,39.95,78.04999999999998,2020-06-20,2020-06-20,47.0
57.0,36.475,70.52499999999999,2020-06-21,2020-06-21,48.0
55.0,36.475,71.0,2020-06-22,2020-06-22,47.0
57.0,34.0,72.0,2020-06-23,2020-06-23,61.0
53.0,34.475,68.52499999999999,2020-06-24,2020-06-24,56.0
50.0,31.475,66.52499999999999,2020-06-25,2020-06-25,58.0
51.0,34.375,69.0,2020-06-26,2020-06-26,58.0
50.5,34.0,64.52499999999999,2020-06-27,2020-06-27,38.0
51.0,32.95,69.09999999999997,2020-06-28,2020-06-28,37.0
49.0,31.9,64.52499999999999,2020-06-29,2020-06-29,46.0
48.0,34.475,60.52499999999999,2020-06-30,2020-06-30,47.0
48.0,30.95,62.52499999999999,2020-07-01,2020-07-01,54.0
48.0,30.475,61.04999999999998,2020-07-02,2020-07-02,38.0
46.0,31.475,61.52499999999999,2020-07-03,2020-07-03,51.0
46.0,31.425,59.52499999999999,2020-07-04,2020-07-04,34.0
44.0,31.425,60.0,2020-07-05,2020-07-05,31.0
43.0,32.475,57.52499999999999,2020-07-06,2020-07-06,53.0
44.0,31.0,57.52499999999999,2020-07-07,2020-07-07,46.0
42.0,29.0,56.52499999999999,2020-07-08,2020-07-08,42.0
42.0,28.425,52.52499999999999,2020-07-09,2020-07-09,66.0
42.0,29.0,55.52499999999999,2020-07-10,2020-07-10,59.0
43.0,30.475,58.0,2020-07-11,2020-07-11,36.0
44.0,32.475,56.04999999999998,2020-07-12,2020-07-12,38.0
45.0,31.475,59.099999999999966,2020-07-13,2020-07-13,81.0
47.0,35.0,63.0,2020-07-14,2020-07-14,43.0
48.5,34.475,63.574999999999974,2020-07-15,2020-07-15,64.0
51.0,38.0,64.52499999999999,2020-07-16,2020-07-16,84.0
54.0,37.425,66.52499999999999,2020-07-17,2020-07-17,72.0
54.0,41.475,68.57499999999997,2020-07-18,2020-07-18,41.0
56.5,42.0,72.04999999999998,2020-07-19,2020-07-19,42.0
58.0,39.475,71.0,2020-07-20,2020-07-20,76.0
58.0,41.0,78.04999999999998,2020-07-21,2020-07-21,73.0
61.0,42.9,77.57499999999997,2020-07-22,2020-07-22,60.0
61.0,45.0,79.62499999999996,2020-07-23,2020-07-23,58.0
66.0,43.425,80.04999999999998,2020-07-24,2020-07-24,73.0
65.0,51.475,84.04999999999998,2020-07-25,2020-07-25,64.0
68.0,49.0,83.52499999999999,2020-07-26,2020-07-26,59.0
69.0,50.95,89.0,2020-07-27,2020-07-27,83.0
72.0,48.425,92.57499999999996,2020-07-28,2020-07-28,75.0
76.0,54.475,100.04999999999998,2020-07-29,2020-07-29,79.0
78.0,59.0,95.04999999999998,2020-07-30,2020-07-30,81.0
79.0,59.0,95.525,2020-07-31,2020-07-31,97.0
84.0,60.95,102.525,2020-08-01,2020-08-01,58.0
87.0,70.425,106.525,2020-08-02,2020-08-02,62.0
91.0,68.95,113.04999999999998,2020-08-03,2020-08-03,91.0
94.0,70.475,111.0,2020-08-04,2020-08-04,113.0
99.0,72.425,122.0,2020-08-05,2020-08-05,102.0
100.0,77.95,123.09999999999997,2020-08-06,2020-08-06,94.0
104.0,79.475,124.525,2020-08-07,2020-08-07,104.0
106.5,82.425,132.52499999999998,2020-08-08,2020-08-08,75.0
110.0,85.9,137.62499999999994,2020-08-09,2020-08-09,87.0
111.0,89.475,143.52499999999998,2020-08-10,2020-08-10,94.0
117.5,84.95,144.04999999999998,2020-08-11,2020-08-11,130.0
119.0,88.0,145.575,2020-08-12,2020-08-12,142.0
123.0,89.425,147.52499999999998,2020-08-13,2020-08-13,118.0
129.0,95.0,148.0,2020-08-14,2020-08-14,104.0
130.0,92.95,153.62499999999994,2020-08-15,2020-08-15,98.0
132.5,93.0,161.0,2020-08-16,2020-08-16,101.0
136.0,108.425,164.04999999999998,2020-08-17,2020-08-17,113.0
142.5,102.0,176.04999999999998,2020-08-18,2020-08-18,131.0
144.0,107.0,166.04999999999998,2020-08-19,2020-08-19,143.0
146.5,96.125,178.575,2020-08-20,2020-08-20,148.0
151.0,111.475,177.52499999999998,2020-08-21,2020-08-21,127.0
153.5,119.475,187.05,2020-08-22,2020-08-22,99.0
158.5,121.95,200.09999999999997,2020-08-23,2020-08-23,107.0
160.0,110.6,192.0,2020-08-24,2020-08-24,171.0
166.0,119.425,197.14999999999995,2020-08-25,2020-08-25,149.0
170.0,117.775,206.05,2020-08-26,2020-08-26,158.0
172.0,121.95,212.525,2020-08-27,2020-08-27,200.0
173.0,118.475,211.14999999999995,2020-08-28,2020-08-28,181.0
180.0,125.225,224.05,2020-08-29,2020-08-29,119.0
186.0,127.95,222.14999999999995,2020-08-30,2020-08-30,148.0
194.0,130.475,237.14999999999995,2020-08-31,2020-08-31,213.0
198.5,128.075,239.575,2020-09-01,2020-09-01,238.0
206.0,128.95,245.575,2020-09-02,2020-09-02,218.0
209.0,142.85,257.04999999999995,2020-09-03,2020-09-03,258.0
225.5,150.275,270.15,2020-09-04,2020-09-04,285.0
243.5,156.425,280.525,2020-09-05,2020-09-05,226.0
258.5,173.8,307.525,2020-09-06,2020-09-06,200.0
286.5,187.8,337.04999999999995,2020-09-07,2020-09-07,365.0
313.5,201.375,376.525,2020-09-08,2020-09-08,330.0
353.5,228.125,414.525,2020-09-09,2020-09-09,283.0
395.0,240.65,485.15,2020-09-10,2020-09-10,367.0
427.0,253.275,515.525,2020-09-11,2020-09-11,405.0
455.0,303.075,567.05,2020-09-12,2020-09-12,330.0
469.0,294.95,559.3499999999999,2020-09-13,2020-09-13,272.0
474.0,305.275,583.15,2020-09-14,2020-09-14,431.0
489.5,289.275,600.1999999999999,2020-09-15,2020-09-15,480.0
498.0,313.75,589.15,2020-09-16,2020-09-16,502.0
499.5,304.625,607.5749999999999,2020-09-17,2020-09-17,493.0
492.0,327.8,614.525,2020-09-18,2020-09-18,566.0
511.5,294.475,624.5749999999999,2020-09-19,2020-09-19,383.0
507.0,309.75,623.625,2020-09-20,2020-09-20,428.0
510.5,297.925,646.5749999999999,2020-09-21,2020-09-21,560.0
516.0,291.9,640.0999999999999,2020-09-22,2020-09-22,540.0
521.5,308.0,661.2499999999999,2020-09-23,2020-09-23,510.0
540.5,311.125,664.0999999999999,2020-09-24,2020-09-24,553.0
539.0,336.7,680.8249999999999,2020-09-25,2020-09-25,541.0
533.5,336.225,690.3999999999999,2020-09-26,2020-09-26,399.0
546.0,300.9,688.15,2020-09-27,2020-09-27,336.0
557.0,314.8,706.1999999999999,2020-09-28,2020-09-28,609.0
559.0,317.925,696.05,2020-09-29,2020-09-29,565.0
568.0,314.8,725.625,2020-09-30,2020-09-30,598.0
578.0,304.6,733.1999999999999,2020-10-01,2020-10-01,608.0
586.5,334.475,738.525,2020-10-02,2020-10-02,614.0
587.5,322.375,754.525,2020-10-03,2020-10-03,537.0
609.5,328.95,787.0999999999999,2020-10-04,2020-10-04,420.0
617.5,356.75,800.15,2020-10-05,2020-10-05,651.0
615.5,346.7,804.0749999999998,2020-10-06,2020-10-06,718.0
627.0,337.85,809.5749999999999,2020-10-07,2020-10-07,691.0
637.5,338.925,834.625,2020-10-08,2020-10-08,793.0
646.0,372.3,862.5749999999999,2020-10-09,2020-10-09,824.0
689.5,356.225,911.1,2020-10-10,2020-10-10,702.0
728.5,395.275,966.525,2020-10-11,2020-10-11,607.0
764.0,422.9,999.3,2020-10-12,2020-10-12,1022.0
820.5,460.075,1079.05,2020-10-13,2020-10-13,1043.0
897.0,449.075,1180.4,2020-10-14,2020-10-14,1126.0
948.0,501.825,1268.25,2020-10-15,2020-10-15,1096.0
1010.0,521.9,1372.025,2020-10-16,2020-10-16,1286.0
1101.5,595.025,1469.5749999999996,2020-10-17,2020-10-17,1114.0
1173.5,599.9,1587.8749999999998,2020-10-18,2020-10-18,971.0
1266.0,691.55,1708.625,2020-10-19,2020-10-19,1507.0
1349.0,680.95,1824.525,2020-10-20,2020-10-20,1627.0
1465.5,762.05,2012.825,2020-10-21,2020-10-21,1665.0
1547.5,821.35,2151.9249999999997,2020-10-22,2020-10-22,1794.0
1669.0,850.975,2310.775,2020-10-23,2020-10-23,1928.0
1796.0,860.075,2427.075,2020-10-24,2020-10-24,1531.0
1856.0,945.425,2609.575,2020-10-25,2020-10-25,1468.0
1975.5,976.075,2684.6749999999997,2020-10-26,2020-10-26,2176.0
2040.0,1054.7,2885.6,2020-10-27,2020-10-27,2248.0
2174.5,1099.95,3046.4749999999995,2020-10-28,2020-10-28,2248.0
2267.5,1110.775,3167.825,2020-10-29,2020-10-29,2288.0
2289.5,1147.85,3312.9749999999995,2020-10-30,2020-10-30,2399.0
2388.0,1177.575,3413.525,2020-10-31,2020-10-31,2006.0
2511.0,1269.35,3518.975,2020-11-01,2020-11-01,1878.0
2628.0,1230.775,3576.775,2020-11-02,2020-11-02,2767.0
2596.0,1331.375,3690.175,2020-11-03,2020-11-03,2573.0
2578.0,1238.9,3708.874999999999,2020-11-04,2020-11-04,2414.0
2554.5,1256.55,3651.825,2020-11-05,2020-11-05,2379.0
2493.0,1232.775,3569.9249999999997,2020-11-06,2020-11-06,2485.0
2395.5,1204.775,3434.0249999999996,2020-11-07,2020-11-07,1917.0
2308.5,1113.725,3307.4499999999994,2020-11-08,2020-11-08,1717.0
2239.5,1087.0,3263.775,2020-11-09,2020-11-09,2565.0
2122.0,1016.2,3045.6749999999997,2020-11-10,2020-11-10,2428.0
2031.0,982.8,2962.1749999999997,2020-11-11,2020-11-11,1712.0
1958.5,928.425,2807.075,2020-11-12,2020-11-12,2154.0
1867.0,910.375,2765.3999999999996,2020-11-13,2020-11-13,2168.0
1794.5,867.575,2608.5499999999997,2020-11-14,2020-11-14,1661.0
1711.5,838.1,2498.875,2020-11-15,2020-11-15,1243.0
1642.5,798.025,2393.0499999999997,2020-11-16,2020-11-16,1960.0
1567.5,753.05,2332.1499999999996,2020-11-17,2020-11-17,1774.0
1512.5,725.65,2237.625,2020-11-18,2020-11-18,1605.0
1441.5,706.6,2145.525,2020-11-19,2020-11-19,1513.0
1413.5,672.475,2037.2,2020-11-20,2020-11-20,1495.0
1359.5,634.15,1997.2,2020-11-21,2020-11-21,1042.0
1265.5,640.7,1895.925,2020-11-22,2020-11-22,788.0
1239.5,609.8,1816.525,2020-11-23,2020-11-23,1307.0
1197.5,604.525,1777.65,2020-11-24,2020-11-24,1349.0
1157.5,542.75,1703.4499999999998,2020-11-25,2020-11-25,1225.0
1132.0,507.6,1651.3499999999997,2020-11-26,2020-11-26,1150.0
1092.0,507.425,1579.8749999999998,2020-11-27,2020-11-27,1161.0
1056.0,544.9,1551.8749999999998,2020-11-28,2020-11-28,803.0
1033.5,520.725,1496.025,2020-11-29,2020-11-29,712.0
1035.0,489.175,1507.8249999999998,2020-11-30,2020-11-30,1130.0
1007.5,502.1,1521.4749999999997,2020-12-01,2020-12-01,1136.0
1026.0,548.925,1459.8249999999998,2020-12-02,2020-12-02,1123.0
1010.5,479.3,1488.525,2020-12-03,2020-12-03,1126.0
1001.5,500.825,1482.0749999999998,2020-12-04,2020-12-04,1139.0
1010.5,512.825,1495.4,2020-12-05,2020-12-05,808.0
987.5,515.475,1499.3,2020-12-06,2020-12-06,743.0
994.0,520.75,1470.7499999999998,2020-12-07,2020-12-07,1106.0
980.5,513.275,1501.15,2020-12-08,2020-12-08,1031.0
1020.0,502.325,1451.4499999999998,2020-12-09,2020-12-09,1043.0
1005.0,518.75,1426.25,2020-12-10,2020-12-10,1039.0
983.5,510.35,1466.5249999999996,2020-12-11,2020-12-11,1116.0
996.5,511.9,1460.4999999999998,2020-12-12,2020-12-12,885.0
992.0,514.275,1451.525,2020-12-13,2020-12-13,674.0
1020.5,486.125,1446.0,2020-12-14,2020-12-14,1138.0
993.5,494.475,1485.7749999999996,2020-12-15,2020-12-15,1110.0
1011.5,493.275,1456.9999999999995,2020-12-16,2020-12-16,1025.0
999.0,517.45,1509.0749999999998,2020-12-17,2020-12-17,1031.0
1012.0,510.75,1473.0,2020-12-18,2020-12-18,1097.0
1027.0,551.275,1477.675,2020-12-19,2020-12-19,841.0
1012.0,520.575,1445.575,2020-12-20,2020-12-20,661.0
998.0,537.025,1468.2749999999994,2020-12-21,2020-12-21,1047.0
1008.0,553.125,1460.05,2020-12-22,2020-12-22,1178.0
1021.5,537.85,1429.1999999999998,2020-12-23,2020-12-23,1054.0
1004.0,549.75,1472.35,2020-12-24,2020-12-24,938.0
1023.5,544.35,1448.675,2020-12-25,2020-12-25,622.0
1025.5,561.975,1477.4999999999998,2020-12-26,2020-12-26,745.0
1042.0,559.375,1495.1499999999996,2020-12-27,2020-12-27,716.0
1030.0,557.4,1530.3,2020-12-28,2020-12-28,1185.0
1049.0,580.3,1513.35,2020-12-29,2020-12-29,1123.0
1080.0,580.7,1511.15,2020-12-30,2020-12-30,1086.0
1082.0,579.125,1533.9999999999995,2020-12-31,2020-12-31,949.0
1081.5,577.575,1476.05,2021-01-01,2021-01-01,694.0
1061.0,581.475,1550.025,2021-01-02,2021-01-02,832.0
1093.0,579.15,1517.4,2021-01-03,2021-01-03,827.0
1082.0,594.025,1500.9499999999996,2021-01-04,2021-01-04,1225.0
1076.5,606.325,1496.925,2021-01-05,2021-01-05,1244.0
1085.0,591.1,1470.3249999999998,2021-01-06,2021-01-06,1138.0
1061.5,582.375,1473.35,2021-01-07,2021-01-07,1155.0
1084.5,600.2,1475.1249999999998,2021-01-08,2021-01-08,1183.0
1064.0,600.7,1491.625,2021-01-09,2021-01-09,916.0
1084.0,587.475,1462.1,2021-01-10,2021-01-10,735.0
1108.0,662.85,1488.625,2021-01-11,2021-01-11,1215.0
1116.0,631.975,1536.0,2021-01-12,2021-01-12,1347.0
1147.0,636.825,1593.9999999999995,2021-01-13,2021-01-13,1400.0
1186.0,692.7,1613.725,2021-01-14,2021-01-14,1300.0
1227.5,711.475,1660.6749999999995,2021-01-15,2021-01-15,1408.0
1244.0,734.0,1727.749999999999,2021-01-16,2021-01-16,1055.0
1268.0,758.25,1763.8749999999995,2021-01-17,2021-01-17,844.0
1338.5,780.425,1802.6749999999995,2021-01-18,2021-01-18,1447.0
1394.5,835.2,1887.825,2021-01-19,2021-01-19,1516.0
1449.0,844.15,1902.1,2021-01-20,2021-01-20,1443.0
1475.5,877.95,2014.8499999999997,2021-01-21,2021-01-21,1448.0
1533.0,902.65,2048.5999999999995,2021-01-22,2021-01-22,1492.0
1551.5,953.375,2014.2,2021-01-23,2021-01-23,1132.0
1551.0,947.95,2042.75,2021-01-24,2021-01-24,960.0
1539.0,961.3,2009.375,2021-01-25,2021-01-25,1531.0
1513.0,960.475,2000.8999999999992,2021-01-26,2021-01-26,1501.0
1474.5,914.05,1950.825,2021-01-27,2021-01-27,1353.0
1464.5,911.475,1892.825,2021-01-28,2021-01-28,1418.0
1432.0,875.925,1847.825,2021-01-29,2021-01-29,1464.0
1403.5,875.8,1767.7999999999995,2021-01-30,2021-01-30,1088.0
1391.5,882.125,1773.35,2021-01-31,2021-01-31,971.0
1350.0,870.4,1754.8749999999998,2021-02-01,2021-02-01,1561.0
1331.0,874.45,1715.3,2021-02-02,2021-02-02,1598.0
1322.5,849.025,1648.1749999999995,2021-02-03,2021-02-03,1451.0
1318.0,870.575,1669.025,2021-02-04,2021-02-04,1400.0
1295.0,862.65,1637.2249999999997,2021-02-05,2021-02-05,1346.0
1284.5,845.7,1540.8249999999998,2021-02-06,2021-02-06,1039.0
1274.0,823.35,1529.35,2021-02-07,2021-02-07,930.0
1230.0,824.875,1524.0749999999998,2021-02-08,2021-02-08,1390.0
1221.0,862.95,1491.4,2021-02-09,2021-02-09,1423.0
1186.5,808.175,1440.15,2021-02-10,2021-02-10,1237.0
1176.5,821.825,1437.65,2021-02-11,2021-02-11,1195.0
1169.0,808.95,1387.4999999999998,2021-02-12,2021-02-12,1233.0
1145.5,776.225,1371.35,2021-02-13,2021-02-13,915.0
1142.0,826.225,1339.1,2021-02-14,2021-02-14,779.0
1132.0,822.45,1391.6999999999998,2021-02-15,2021-02-15,1268.0
1114.5,802.95,1304.15,2021-02-16,2021-02-16,1273.0
1094.5,798.975,1286.975,2021-02-17,2021-02-17,1253.0
1106.0,802.6,1271.7999999999995,2021-02-18,2021-02-18,1168.0
1089.0,799.425,1293.5499999999995,2021-02-19,2021-02-19,1164.0
1091.0,837.7,1254.4499999999998,2021-02-20,2021-02-20,1007.0
1103.0,854.325,1258.3,2021-02-21,2021-02-21,887.0
1117.0,898.95,1240.625,2021-02-22,2021-02-22,1334.0
1117.0,848.075,1273.925,2021-02-23,2021-02-23,1270.0
1132.5,890.8,1268.675,2021-02-24,2021-02-24,1244.0
1150.5,918.95,1290.5249999999996,2021-02-25,2021-02-25,1261.0
1157.5,919.35,1321.525,2021-02-26,2021-02-26,1255.0
1166.0,919.45,1299.925,2021-02-27,2021-02-27,1059.0
1185.0,997.05,1317.525,2021-02-28,2021-02-28,875.0
1189.0,984.025,1333.25,2021-03-01,2021-03-01,1329.0
1210.0,1013.85,1331.2749999999996,2021-03-02,2021-03-02,1384.0
1219.5,1038.375,1363.15,2021-03-03,2021-03-03,1314.0
1225.5,1038.9,1341.05,2021-03-04,2021-03-04,1294.0
1238.0,1074.95,1376.5499999999995,2021-03-05,2021-03-05,1280.0
1262.5,1094.5,1375.025,2021-03-06,2021-03-06,985.0
1269.5,1108.95,1388.775,2021-03-07,2021-03-07,923.0
1294.0,1117.0,1410.775,2021-03-08,2021-03-08,1354.0
1300.0,1130.675,1424.025,2021-03-09,2021-03-09,1319.0
1327.0,1172.425,1448.65,2021-03-10,2021-03-10,1276.0
1350.5,1190.45,1479.675,2021-03-11,2021-03-11,1400.0
1359.5,1217.7,1475.525,2021-03-12,2021-03-12,1313.0
1370.5,1219.425,1532.1,2021-03-13,2021-03-13,1171.0
