adu-median,adu-p1,adu-p2,time,index,date,hosp_pred
5.0,1.475,10.0,2020-02-22,,2020-02-22,
6.0,2.0,12.0,2020-02-23,,2020-02-23,
6.0,1.475,16.52499999999999,2020-02-24,,2020-02-24,
7.0,2.0,15.524999999999991,2020-02-25,,2020-02-25,
9.0,4.0,20.049999999999983,2020-02-26,,2020-02-26,
12.0,5.0,22.52499999999999,2020-02-27,,2020-02-27,
13.0,5.0,28.049999999999983,2020-02-28,,2020-02-28,
18.0,6.475,33.0,2020-02-29,,2020-02-29,
20.0,9.0,36.099999999999966,2020-03-01,0.0,2020-03-01,16.0
23.0,9.0,40.52499999999999,2020-03-02,1.0,2020-03-02,20.0
28.5,13.475,50.52499999999999,2020-03-03,2.0,2020-03-03,15.0
33.0,16.0,56.52499999999999,2020-03-04,3.0,2020-03-04,44.0
42.0,18.0,70.0,2020-03-05,4.0,2020-03-05,36.0
49.0,19.85,83.52499999999999,2020-03-06,5.0,2020-03-06,51.0
59.0,29.950000000000003,104.09999999999997,2020-03-07,6.0,2020-03-07,52.0
69.0,38.475,119.62499999999996,2020-03-08,7.0,2020-03-08,36.0
86.0,42.95,139.24999999999991,2020-03-09,8.0,2020-03-09,55.0
101.0,55.0,180.04999999999998,2020-03-10,9.0,2020-03-10,68.0
120.5,64.225,201.05,2020-03-11,10.0,2020-03-11,104.0
146.5,76.94999999999999,236.49999999999983,2020-03-12,11.0,2020-03-12,133.0
169.0,90.225,288.92499999999984,2020-03-13,12.0,2020-03-13,189.0
202.5,110.0,336.9749999999998,2020-03-14,13.0,2020-03-14,208.0
247.0,138.475,401.5999999999998,2020-03-15,14.0,2020-03-15,264.0
293.0,170.475,477.1,2020-03-16,15.0,2020-03-16,420.0
355.5,192.9,584.8499999999997,2020-03-17,16.0,2020-03-17,431.0
415.5,228.8,699.625,2020-03-18,17.0,2020-03-18,521.0
489.0,269.85,820.7749999999999,2020-03-19,18.0,2020-03-19,669.0
589.0,335.475,966.6749999999996,2020-03-20,19.0,2020-03-20,783.0
707.0,385.225,1115.775,2020-03-21,20.0,2020-03-21,703.0
842.0,486.75,1397.025,2020-03-22,21.0,2020-03-22,761.0
950.5,543.4749999999999,1505.5999999999997,2020-03-23,22.0,2020-03-23,1164.0
990.5,583.8499999999999,1666.6499999999994,2020-03-24,23.0,2020-03-24,1103.0
1039.0,596.375,1688.2,2020-03-25,24.0,2020-03-25,1310.0
1028.5,591.7,1669.1749999999995,2020-03-26,25.0,2020-03-26,1349.0
1009.0,571.875,1561.8249999999994,2020-03-27,26.0,2020-03-27,1572.0
967.5,565.6500000000001,1492.0499999999993,2020-03-28,27.0,2020-03-28,1274.0
926.5,518.9,1484.625,2020-03-29,28.0,2020-03-29,990.0
878.0,487.475,1423.775,2020-03-30,29.0,2020-03-30,1350.0
831.5,473.725,1279.35,2020-03-31,30.0,2020-03-31,1320.0
790.5,470.075,1270.1749999999995,2020-04-01,31.0,2020-04-01,1165.0
756.0,445.85,1186.249999999999,2020-04-02,32.0,2020-04-02,997.0
726.0,410.475,1107.3249999999998,2020-04-03,33.0,2020-04-03,1038.0
670.5,393.7,1059.1499999999996,2020-04-04,34.0,2020-04-04,812.0
642.5,375.0,998.8499999999996,2020-04-05,35.0,2020-04-05,528.0
605.0,340.45000000000005,946.1999999999996,2020-04-06,36.0,2020-04-06,857.0
570.0,338.275,890.6999999999998,2020-04-07,37.0,2020-04-07,735.0
547.5,321.9,821.0999999999999,2020-04-08,38.0,2020-04-08,634.0
514.5,313.025,773.7749999999999,2020-04-09,39.0,2020-04-09,677.0
476.5,283.82500000000005,747.9499999999997,2020-04-10,40.0,2020-04-10,609.0
466.5,273.95000000000005,692.5499999999998,2020-04-11,41.0,2020-04-11,486.0
439.5,263.85,688.675,2020-04-12,42.0,2020-04-12,486.0
403.0,240.75,644.0,2020-04-13,43.0,2020-04-13,361.0
393.5,233.075,577.4999999999998,2020-04-14,44.0,2020-04-14,466.0
367.0,213.475,550.7249999999999,2020-04-15,45.0,2020-04-15,432.0
352.0,219.0,520.15,2020-04-16,46.0,2020-04-16,401.0
325.5,195.225,488.7249999999999,2020-04-17,47.0,2020-04-17,412.0
305.0,189.0,476.3499999999999,2020-04-18,48.0,2020-04-18,281.0
294.5,178.95,433.625,2020-04-19,49.0,2020-04-19,198.0
275.5,165.89999999999998,414.05,2020-04-20,50.0,2020-04-20,300.0
259.5,158.47500000000002,386.0749999999998,2020-04-21,51.0,2020-04-21,339.0
247.5,146.325,364.675,2020-04-22,52.0,2020-04-22,242.0
229.5,135.325,362.625,2020-04-23,53.0,2020-04-23,258.0
218.5,133.325,323.3499999999999,2020-04-24,54.0,2020-04-24,234.0
206.5,120.375,301.0,2020-04-25,55.0,2020-04-25,155.0
202.0,124.0,292.525,2020-04-26,56.0,2020-04-26,139.0
185.5,107.85,268.04999999999995,2020-04-27,57.0,2020-04-27,203.0
182.0,115.475,268.4499999999998,2020-04-28,58.0,2020-04-28,202.0
167.0,101.95,245.525,2020-04-29,59.0,2020-04-29,173.0
153.0,90.475,222.14999999999995,2020-04-30,60.0,2020-04-30,170.0
154.0,88.325,214.67499999999995,2020-05-01,61.0,2020-05-01,110.0
147.0,84.0,211.19999999999996,2020-05-02,62.0,2020-05-02,98.0
133.0,81.475,194.1,2020-05-03,63.0,2020-05-03,70.0
129.0,79.475,176.0,2020-05-04,64.0,2020-05-04,130.0
119.5,69.95,170.14999999999995,2020-05-05,65.0,2020-05-05,144.0
113.0,67.425,157.52499999999998,2020-05-06,66.0,2020-05-06,129.0
105.0,64.9,154.52499999999998,2020-05-07,67.0,2020-05-07,118.0
98.0,59.95,146.09999999999997,2020-05-08,68.0,2020-05-08,63.0
95.0,55.95,130.52499999999998,2020-05-09,69.0,2020-05-09,76.0
92.0,56.85,122.62499999999996,2020-05-10,70.0,2020-05-10,66.0
83.0,55.475,119.04999999999998,2020-05-11,71.0,2020-05-11,76.0
79.0,50.475,115.0,2020-05-12,72.0,2020-05-12,94.0
75.0,42.85,107.525,2020-05-13,73.0,2020-05-13,101.0
70.5,45.0,98.57499999999996,2020-05-14,74.0,2020-05-14,76.0
69.0,37.475,93.0,2020-05-15,75.0,2020-05-15,69.0
67.0,39.9,95.525,2020-05-16,76.0,2020-05-16,69.0
60.0,37.95,90.525,2020-05-17,77.0,2020-05-17,46.0
58.5,36.95,82.52499999999999,2020-05-18,78.0,2020-05-18,77.0
56.5,33.474999999999994,79.04999999999998,2020-05-19,79.0,2020-05-19,51.0
54.0,32.0,75.0,2020-05-20,80.0,2020-05-20,48.0
51.0,32.425,69.52499999999999,2020-05-21,81.0,2020-05-21,38.0
49.0,30.95,70.0,2020-05-22,82.0,2020-05-22,55.0
47.0,26.950000000000003,66.09999999999997,2020-05-23,83.0,2020-05-23,36.0
46.0,27.425,61.52499999999999,2020-05-24,84.0,2020-05-24,35.0
42.0,24.0,62.52499999999999,2020-05-25,85.0,2020-05-25,48.0
40.0,25.0,59.52499999999999,2020-05-26,86.0,2020-05-26,39.0
38.0,23.475,53.52499999999999,2020-05-27,87.0,2020-05-27,43.0
38.0,22.425,48.52499999999999,2020-05-28,88.0,2020-05-28,22.0
35.0,21.950000000000003,51.04999999999998,2020-05-29,89.0,2020-05-29,31.0
33.0,18.475,47.0,2020-05-30,90.0,2020-05-30,36.0
33.0,16.475,44.52499999999999,2020-05-31,91.0,2020-05-31,20.0
31.0,15.95,44.0,2020-06-01,92.0,2020-06-01,29.0
30.0,16.475,42.0,2020-06-02,93.0,2020-06-02,37.0
30.0,16.0,40.52499999999999,2020-06-03,94.0,2020-06-03,39.0
27.5,15.475,40.52499999999999,2020-06-04,95.0,2020-06-04,39.0
28.0,15.475,39.52499999999999,2020-06-05,96.0,2020-06-05,34.0
26.0,15.95,37.0,2020-06-06,97.0,2020-06-06,24.0
25.5,13.475,39.52499999999999,2020-06-07,98.0,2020-06-07,16.0
25.0,14.95,36.52499999999999,2020-06-08,99.0,2020-06-08,24.0
23.5,13.475,32.52499999999999,2020-06-09,100.0,2020-06-09,28.0
24.0,13.475,33.0,2020-06-10,101.0,2020-06-10,25.0
23.0,11.475,34.52499999999999,2020-06-11,102.0,2020-06-11,23.0
21.0,10.475,31.0,2020-06-12,103.0,2020-06-12,20.0
21.0,11.95,32.52499999999999,2020-06-13,104.0,2020-06-13,12.0
20.5,11.475,29.52499999999999,2020-06-14,105.0,2020-06-14,20.0
20.0,9.0,29.52499999999999,2020-06-15,106.0,2020-06-15,18.0
20.0,10.475,28.52499999999999,2020-06-16,107.0,2020-06-16,22.0
20.0,10.475,27.0,2020-06-17,108.0,2020-06-17,19.0
19.0,10.475,28.0,2020-06-18,109.0,2020-06-18,20.0
18.5,10.475,27.52499999999999,2020-06-19,110.0,2020-06-19,16.0
18.0,8.0,26.52499999999999,2020-06-20,111.0,2020-06-20,13.0
18.0,9.0,29.0,2020-06-21,112.0,2020-06-21,23.0
17.0,10.0,25.0,2020-06-22,113.0,2020-06-22,15.0
17.0,8.475,24.0,2020-06-23,114.0,2020-06-23,19.0
16.0,9.475,25.52499999999999,2020-06-24,115.0,2020-06-24,23.0
16.0,9.0,23.0,2020-06-25,116.0,2020-06-25,17.0
17.0,9.0,25.0,2020-06-26,117.0,2020-06-26,17.0
16.0,7.0,24.52499999999999,2020-06-27,118.0,2020-06-27,15.0
15.0,8.0,24.0,2020-06-28,119.0,2020-06-28,13.0
15.5,7.949999999999999,22.0,2020-06-29,120.0,2020-06-29,21.0
15.0,8.0,23.0,2020-06-30,121.0,2020-06-30,13.0
15.0,7.475,25.049999999999983,2020-07-01,122.0,2020-07-01,17.0
13.0,6.0,20.0,2020-07-02,123.0,2020-07-02,15.0
15.0,7.475,22.52499999999999,2020-07-03,124.0,2020-07-03,18.0
14.0,7.475,22.0,2020-07-04,125.0,2020-07-04,9.0
15.0,8.0,22.0,2020-07-05,126.0,2020-07-05,14.0
14.0,8.0,22.52499999999999,2020-07-06,127.0,2020-07-06,23.0
14.0,8.0,22.0,2020-07-07,128.0,2020-07-07,20.0
14.0,9.0,21.52499999999999,2020-07-08,129.0,2020-07-08,13.0
14.0,6.0,21.52499999999999,2020-07-09,130.0,2020-07-09,26.0
14.0,7.0,21.0,2020-07-10,131.0,2020-07-10,17.0
13.5,6.0,21.0,2020-07-11,132.0,2020-07-11,16.0
14.0,7.475,23.0,2020-07-12,133.0,2020-07-12,14.0
15.0,9.0,23.049999999999983,2020-07-13,134.0,2020-07-13,31.0
15.0,9.0,22.52499999999999,2020-07-14,135.0,2020-07-14,12.0
15.0,8.0,23.0,2020-07-15,136.0,2020-07-15,17.0
16.0,9.0,23.0,2020-07-16,137.0,2020-07-16,21.0
15.0,8.0,22.52499999999999,2020-07-17,138.0,2020-07-17,30.0
17.0,10.475,24.52499999999999,2020-07-18,139.0,2020-07-18,17.0
17.5,10.0,25.049999999999983,2020-07-19,140.0,2020-07-19,16.0
17.5,10.0,27.52499999999999,2020-07-20,141.0,2020-07-20,34.0
17.5,10.0,27.52499999999999,2020-07-21,142.0,2020-07-21,27.0
19.0,11.0,28.0,2020-07-22,143.0,2020-07-22,25.0
18.0,11.475,24.0,2020-07-23,144.0,2020-07-23,23.0
19.0,11.475,31.0,2020-07-24,145.0,2020-07-24,38.0
20.0,12.475,29.52499999999999,2020-07-25,146.0,2020-07-25,29.0
19.0,11.475,30.0,2020-07-26,147.0,2020-07-26,24.0
21.0,11.475,31.049999999999983,2020-07-27,148.0,2020-07-27,41.0
23.0,14.0,32.0,2020-07-28,149.0,2020-07-28,29.0
22.5,15.475,33.04999999999998,2020-07-29,150.0,2020-07-29,37.0
24.5,15.475,34.0,2020-07-30,151.0,2020-07-30,36.0
25.0,15.475,37.099999999999966,2020-07-31,152.0,2020-07-31,46.0
25.0,17.0,37.52499999999999,2020-08-01,153.0,2020-08-01,26.0
26.5,17.0,37.0,2020-08-02,154.0,2020-08-02,29.0
28.0,18.0,39.0,2020-08-03,155.0,2020-08-03,38.0
29.0,16.424999999999997,37.0,2020-08-04,156.0,2020-08-04,40.0
29.0,20.0,43.0,2020-08-05,157.0,2020-08-05,45.0
31.0,16.95,44.04999999999998,2020-08-06,158.0,2020-08-06,46.0
31.0,22.0,45.57499999999997,2020-08-07,159.0,2020-08-07,41.0
32.0,18.475,46.0,2020-08-08,160.0,2020-08-08,28.0
32.0,20.0,44.0,2020-08-09,161.0,2020-08-09,35.0
34.0,22.0,48.0,2020-08-10,162.0,2020-08-10,38.0
34.0,22.0,46.57499999999997,2020-08-11,163.0,2020-08-11,51.0
35.5,22.95,47.0,2020-08-12,164.0,2020-08-12,62.0
36.0,21.0,52.04999999999998,2020-08-13,165.0,2020-08-13,45.0
38.0,26.0,52.0,2020-08-14,166.0,2020-08-14,38.0
38.0,26.0,57.62499999999996,2020-08-15,167.0,2020-08-15,40.0
39.0,27.475,54.0,2020-08-16,168.0,2020-08-16,45.0
40.0,24.0,58.0,2020-08-17,169.0,2020-08-17,52.0
40.0,27.475,54.0,2020-08-18,170.0,2020-08-18,65.0
41.0,25.475,58.0,2020-08-19,171.0,2020-08-19,65.0
42.0,25.0,63.04999999999998,2020-08-20,172.0,2020-08-20,59.0
42.0,27.9,56.52499999999999,2020-08-21,173.0,2020-08-21,54.0
43.0,29.0,61.0,2020-08-22,174.0,2020-08-22,45.0
46.5,28.475,62.57499999999997,2020-08-23,175.0,2020-08-23,51.0
45.0,30.425,63.04999999999998,2020-08-24,176.0,2020-08-24,78.0
48.0,31.0,63.52499999999999,2020-08-25,177.0,2020-08-25,69.0
48.0,30.475,66.0,2020-08-26,178.0,2020-08-26,65.0
47.0,29.475,63.52499999999999,2020-08-27,179.0,2020-08-27,92.0
51.0,28.475,73.04999999999998,2020-08-28,180.0,2020-08-28,75.0
52.0,31.0,70.0,2020-08-29,181.0,2020-08-29,43.0
53.0,27.0,73.09999999999997,2020-08-30,182.0,2020-08-30,67.0
54.0,31.0,75.0,2020-08-31,183.0,2020-08-31,98.0
56.0,34.0,74.0,2020-09-01,184.0,2020-09-01,97.0
60.0,37.375,81.52499999999999,2020-09-02,185.0,2020-09-02,90.0
61.0,33.9,84.62499999999996,2020-09-03,186.0,2020-09-03,116.0
63.5,36.95,82.52499999999999,2020-09-04,187.0,2020-09-04,122.0
70.0,40.475,94.525,2020-09-05,188.0,2020-09-05,94.0
76.0,44.475,106.62499999999996,2020-09-06,189.0,2020-09-06,78.0
84.0,46.0,115.62499999999996,2020-09-07,190.0,2020-09-07,142.0
95.0,53.0,124.57499999999996,2020-09-08,191.0,2020-09-08,123.0
101.5,65.475,141.575,2020-09-09,192.0,2020-09-09,111.0
118.0,68.85,152.575,2020-09-10,193.0,2020-09-10,139.0
126.0,76.475,171.04999999999998,2020-09-11,194.0,2020-09-11,148.0
137.0,76.94999999999999,178.62499999999994,2020-09-12,195.0,2020-09-12,133.0
143.5,72.95,189.7249999999999,2020-09-13,196.0,2020-09-13,110.0
150.5,88.475,194.575,2020-09-14,197.0,2020-09-14,176.0
146.0,86.42500000000001,202.05,2020-09-15,198.0,2020-09-15,200.0
156.5,87.375,196.1,2020-09-16,199.0,2020-09-16,197.0
158.5,86.9,202.575,2020-09-17,200.0,2020-09-17,198.0
157.0,91.85,207.05,2020-09-18,201.0,2020-09-18,195.0
161.5,89.425,217.525,2020-09-19,202.0,2020-09-19,166.0
162.5,85.475,213.575,2020-09-20,203.0,2020-09-20,158.0
165.5,92.9,226.24999999999991,2020-09-21,204.0,2020-09-21,233.0
163.0,90.375,225.575,2020-09-22,205.0,2020-09-22,217.0
168.0,98.85,218.05,2020-09-23,206.0,2020-09-23,192.0
175.0,89.85,230.575,2020-09-24,207.0,2020-09-24,196.0
173.5,87.125,225.0,2020-09-25,208.0,2020-09-25,196.0
186.5,104.65,239.0,2020-09-26,209.0,2020-09-26,161.0
179.0,86.95,241.05,2020-09-27,210.0,2020-09-27,127.0
189.0,100.95,241.525,2020-09-28,211.0,2020-09-28,216.0
190.0,94.95,249.0,2020-09-29,212.0,2020-09-29,202.0
187.5,105.95,260.1,2020-09-30,213.0,2020-09-30,207.0
194.0,96.375,253.05,2020-10-01,214.0,2020-10-01,227.0
200.0,106.95,267.04999999999995,2020-10-02,215.0,2020-10-02,195.0
199.0,99.55,263.67499999999995,2020-10-03,216.0,2020-10-03,171.0
199.5,103.8,282.05,2020-10-04,217.0,2020-10-04,140.0
202.5,104.95,276.0,2020-10-05,218.0,2020-10-05,242.0
212.5,100.85,300.04999999999995,2020-10-06,219.0,2020-10-06,214.0
214.0,105.95,285.04999999999995,2020-10-07,220.0,2020-10-07,218.0
217.5,106.55,300.67499999999995,2020-10-08,221.0,2020-10-08,289.0
222.0,107.75,307.57499999999993,2020-10-09,222.0,2020-10-09,266.0
234.0,113.85,315.04999999999995,2020-10-10,223.0,2020-10-10,219.0
247.0,126.8,335.525,2020-10-11,224.0,2020-10-11,211.0
268.5,140.175,362.0,2020-10-12,225.0,2020-10-12,315.0
283.0,137.95,380.05,2020-10-13,226.0,2020-10-13,297.0
300.5,143.64999999999998,411.05,2020-10-14,227.0,2020-10-14,338.0
324.0,156.375,439.05,2020-10-15,228.0,2020-10-15,317.0
341.0,174.15,476.05,2020-10-16,229.0,2020-10-16,371.0
374.5,179.125,498.1,2020-10-17,230.0,2020-10-17,310.0
392.5,192.125,564.525,2020-10-18,231.0,2020-10-18,282.0
420.5,205.625,577.525,2020-10-19,232.0,2020-10-19,474.0
454.5,194.65,625.625,2020-10-20,233.0,2020-10-20,458.0
496.5,221.85,671.8749999999999,2020-10-21,234.0,2020-10-21,510.0
528.5,245.95,721.675,2020-10-22,235.0,2020-10-22,514.0
558.5,261.70000000000005,787.575,2020-10-23,236.0,2020-10-23,580.0
588.5,269.5,837.7749999999999,2020-10-24,237.0,2020-10-24,435.0
608.5,290.95000000000005,846.25,2020-10-25,238.0,2020-10-25,468.0
648.0,292.4,920.725,2020-10-26,239.0,2020-10-26,625.0
658.5,292.25,956.15,2020-10-27,240.0,2020-10-27,639.0
694.5,322.75,960.9249999999998,2020-10-28,241.0,2020-10-28,606.0
714.0,329.6,1011.575,2020-10-29,242.0,2020-10-29,646.0
730.5,343.95,1047.0749999999998,2020-10-30,243.0,2020-10-30,701.0
762.0,366.75,1049.8249999999998,2020-10-31,244.0,2020-10-31,607.0
765.0,351.1,1094.1,2020-11-01,245.0,2020-11-01,558.0
781.5,360.3,1122.1,2020-11-02,246.0,2020-11-02,757.0
776.5,358.775,1138.1,2020-11-03,247.0,2020-11-03,701.0
763.5,362.0,1126.625,2020-11-04,248.0,2020-11-04,676.0
774.5,356.5,1099.4,2020-11-05,249.0,2020-11-05,678.0
745.5,341.5,1059.725,2020-11-06,250.0,2020-11-06,693.0
726.5,318.225,1046.1,2020-11-07,251.0,2020-11-07,575.0
700.0,318.85,1023.0,2020-11-08,252.0,2020-11-08,511.0
669.0,308.55,963.525,2020-11-09,253.0,2020-11-09,734.0
641.5,307.625,957.2,2020-11-10,254.0,2020-11-10,657.0
617.0,293.325,916.525,2020-11-11,255.0,2020-11-11,483.0
609.0,264.65,869.6999999999998,2020-11-12,256.0,2020-11-12,610.0
580.5,239.95,818.5250000000001,2020-11-13,257.0,2020-11-13,554.0
555.5,253.075,813.05,2020-11-14,258.0,2020-11-14,409.0
531.5,235.125,771.4999999999998,2020-11-15,259.0,2020-11-15,306.0
512.0,233.0,732.525,2020-11-16,260.0,2020-11-16,519.0
490.5,234.675,724.575,2020-11-17,261.0,2020-11-17,425.0
479.0,213.75,718.1249999999998,2020-11-18,262.0,2020-11-18,394.0
458.0,214.95,659.3,2020-11-19,263.0,2020-11-19,389.0
436.5,196.725,641.7249999999999,2020-11-20,264.0,2020-11-20,382.0
414.5,194.275,625.05,2020-11-21,265.0,2020-11-21,268.0
409.5,190.95,586.8249999999998,2020-11-22,266.0,2020-11-22,204.0
400.5,171.275,571.3499999999999,2020-11-23,267.0,2020-11-23,315.0
372.0,175.025,554.5250000000001,2020-11-24,268.0,2020-11-24,300.0
366.0,156.6,540.625,2020-11-25,269.0,2020-11-25,284.0
359.0,161.325,517.8499999999997,2020-11-26,270.0,2020-11-26,262.0
345.0,163.27499999999998,505.7749999999999,2020-11-27,271.0,2020-11-27,280.0
334.0,147.3,490.1499999999999,2020-11-28,272.0,2020-11-28,183.0
340.0,154.6,491.15,2020-11-29,273.0,2020-11-29,181.0
330.5,149.7,477.19999999999993,2020-11-30,274.0,2020-11-30,283.0
329.5,160.85000000000002,469.0,2020-12-01,275.0,2020-12-01,243.0
325.0,164.875,479.525,2020-12-02,276.0,2020-12-02,236.0
330.5,154.0,467.05,2020-12-03,277.0,2020-12-03,260.0
331.0,147.125,480.0,2020-12-04,278.0,2020-12-04,244.0
328.5,152.275,454.1,2020-12-05,279.0,2020-12-05,162.0
319.5,144.75,465.625,2020-12-06,280.0,2020-12-06,179.0
321.0,153.47500000000002,493.1,2020-12-07,281.0,2020-12-07,242.0
327.0,148.325,475.2499999999999,2020-12-08,282.0,2020-12-08,235.0
328.0,147.97500000000002,459.1,2020-12-09,283.0,2020-12-09,223.0
327.5,147.6,467.8749999999999,2020-12-10,284.0,2020-12-10,218.0
324.0,145.8,464.0249999999999,2020-12-11,285.0,2020-12-11,250.0
331.0,161.75,471.525,2020-12-12,286.0,2020-12-12,202.0
327.0,155.475,477.1,2020-12-13,287.0,2020-12-13,148.0
342.5,151.9,462.19999999999993,2020-12-14,288.0,2020-12-14,241.0
331.0,157.225,493.05,2020-12-15,289.0,2020-12-15,246.0
336.0,161.6,465.2499999999999,2020-12-16,290.0,2020-12-16,221.0
333.5,161.22500000000002,474.0749999999998,2020-12-17,291.0,2020-12-17,232.0
339.5,166.22500000000002,474.3499999999999,2020-12-18,292.0,2020-12-18,228.0
335.5,162.275,490.525,2020-12-19,293.0,2020-12-19,196.0
340.0,160.95,482.87499999999983,2020-12-20,294.0,2020-12-20,181.0
337.5,168.47500000000002,476.4499999999998,2020-12-21,295.0,2020-12-21,246.0
332.0,172.7,486.92499999999984,2020-12-22,296.0,2020-12-22,249.0
332.5,174.9,453.1,2020-12-23,297.0,2020-12-23,224.0
340.0,171.9,484.15,2020-12-24,298.0,2020-12-24,191.0
332.0,166.8,462.1499999999999,2020-12-25,299.0,2020-12-25,136.0
336.5,173.55,485.0249999999999,2020-12-26,300.0,2020-12-26,185.0
341.0,169.85,467.525,2020-12-27,301.0,2020-12-27,201.0
337.0,167.475,461.525,2020-12-28,302.0,2020-12-28,290.0
343.0,171.45,468.0,2020-12-29,303.0,2020-12-29,235.0
333.5,161.95,477.525,2020-12-30,304.0,2020-12-30,243.0
332.0,181.8,454.05,2020-12-31,305.0,2020-12-31,187.0
328.0,165.225,453.0,2021-01-01,306.0,2021-01-01,163.0
333.5,167.85,450.675,2021-01-02,307.0,2021-01-02,192.0
320.5,166.47500000000002,447.82499999999993,2021-01-03,308.0,2021-01-03,184.0
323.5,165.95,423.525,2021-01-04,309.0,2021-01-04,290.0
317.0,167.7,428.1,2021-01-05,310.0,2021-01-05,264.0
308.5,162.225,427.7749999999999,2021-01-06,311.0,2021-01-06,261.0
308.0,163.4,439.2499999999999,2021-01-07,312.0,2021-01-07,245.0
310.0,153.89999999999998,404.7249999999999,2021-01-08,313.0,2021-01-08,243.0
300.5,162.175,415.1,2021-01-09,314.0,2021-01-09,243.0
303.5,160.175,417.625,2021-01-10,315.0,2021-01-10,182.0
318.5,164.35,406.05,2021-01-11,316.0,2021-01-11,270.0
327.5,172.4,427.525,2021-01-12,317.0,2021-01-12,330.0
334.0,175.55,438.675,2021-01-13,318.0,2021-01-13,324.0
350.0,175.95,469.575,2021-01-14,319.0,2021-01-14,270.0
361.5,194.475,481.675,2021-01-15,320.0,2021-01-15,335.0
371.0,195.475,513.0,2021-01-16,321.0,2021-01-16,246.0
395.0,191.75,494.7749999999999,2021-01-17,322.0,2021-01-17,199.0
404.0,215.95,527.5749999999999,2021-01-18,323.0,2021-01-18,334.0
410.0,247.375,558.4999999999998,2021-01-19,324.0,2021-01-19,366.0
433.0,247.75,568.3,2021-01-20,325.0,2021-01-20,349.0
458.5,244.125,602.8999999999996,2021-01-21,326.0,2021-01-21,344.0
471.0,276.45,610.3499999999999,2021-01-22,327.0,2021-01-22,401.0
489.5,289.35,615.9749999999998,2021-01-23,328.0,2021-01-23,288.0
485.5,282.70000000000005,613.0999999999999,2021-01-24,329.0,2021-01-24,250.0
479.0,290.475,604.625,2021-01-25,330.0,2021-01-25,403.0
470.5,277.225,626.3999999999999,2021-01-26,331.0,2021-01-26,361.0
468.0,279.8,601.4499999999998,2021-01-27,332.0,2021-01-27,331.0
460.5,271.475,575.4999999999998,2021-01-28,333.0,2021-01-28,353.0
456.0,264.375,592.625,2021-01-29,334.0,2021-01-29,360.0
446.5,271.775,566.525,2021-01-30,335.0,2021-01-30,281.0
438.0,254.7,566.6249999999995,2021-01-31,336.0,2021-01-31,275.0
433.0,250.75,533.5250000000001,2021-02-01,337.0,2021-02-01,413.0
427.5,258.1,534.9249999999998,2021-02-02,338.0,2021-02-02,433.0
431.5,255.75,529.675,2021-02-03,339.0,2021-02-03,413.0
423.0,277.225,535.5749999999999,2021-02-04,340.0,2021-02-04,384.0
420.5,286.225,514.3999999999999,2021-02-05,341.0,2021-02-05,365.0
415.5,250.45,510.0,2021-02-06,342.0,2021-02-06,305.0
413.5,263.9,499.2999999999999,2021-02-07,343.0,2021-02-07,250.0
407.0,264.75,506.9749999999999,2021-02-08,344.0,2021-02-08,367.0
398.0,283.475,486.7249999999999,2021-02-09,345.0,2021-02-09,386.0
