ch-median,ch-p1,ch-p2,teen-median,teen-p1,teen-p2,adu-median,adu-p1,adu-p2,sen-median,sen-p1,sen-p2,all-median,all-p1,all-p2,time
26.0,13.475,43.099999999999966,4.0,1.475,9.0,72.0,39.9,111.0,92.0,57.0,140.52499999999998,197.5,120.0,289.67499999999995,2021-10-20
30.0,14.0,44.0,5.0,0.4750000000000001,10.0,74.5,40.425,105.04999999999998,97.0,53.95,147.52499999999998,204.5,118.375,291.19999999999993,2021-10-21
28.0,14.475,43.52499999999999,5.0,0.0,9.524999999999991,75.0,45.375,106.52499999999999,96.0,50.85,142.04999999999998,206.0,124.95,291.2499999999999,2021-10-22
28.0,15.475,43.52499999999999,5.0,1.0,9.0,77.5,43.9,109.52499999999999,99.5,61.0,149.04999999999998,215.0,134.0,290.7249999999999,2021-10-23
30.0,16.0,44.0,4.0,1.0,9.524999999999991,80.5,46.0,112.04999999999998,103.0,64.475,151.14999999999995,221.0,137.225,298.3499999999999,2021-10-24
30.0,14.95,47.52499999999999,5.0,1.0,11.0,79.5,42.9,116.04999999999998,101.5,60.95,147.09999999999997,212.5,133.0,296.575,2021-10-25
32.0,17.425,43.52499999999999,5.0,1.0,11.0,79.0,51.475,114.09999999999997,106.5,65.425,156.09999999999997,218.5,147.475,307.39999999999986,2021-10-26
33.0,15.9,49.04999999999998,5.0,1.475,9.524999999999991,83.0,42.475,112.52499999999999,107.0,61.95,154.52499999999998,225.5,134.85,307.525,2021-10-27
32.0,17.0,48.04999999999998,4.0,0.4750000000000001,10.524999999999991,81.5,47.9,118.09999999999997,114.0,66.325,153.62499999999994,231.5,140.9,308.62499999999994,2021-10-28
32.5,19.0,47.04999999999998,5.0,1.0,9.0,86.0,50.0,119.09999999999997,113.5,68.375,158.04999999999998,239.0,143.8,313.62499999999994,2021-10-29
32.5,20.95,46.52499999999999,4.0,1.0,8.0,88.0,52.475,122.04999999999998,117.5,75.425,167.04999999999998,241.5,160.475,321.0,2021-10-30
31.0,18.475,45.52499999999999,4.0,0.0,8.0,90.0,58.0,122.52499999999999,128.5,78.9,171.575,254.0,163.65,321.15,2021-10-31
30.0,15.475,46.0,3.0,1.0,8.524999999999991,92.0,53.275,125.57499999999997,131.5,83.85,173.575,263.0,161.4,333.0,2021-11-01
30.0,17.0,45.52499999999999,3.0,0.0,6.5249999999999915,97.0,57.95,125.09999999999997,136.5,86.9,191.09999999999997,266.5,167.425,354.525,2021-11-02
31.0,18.0,42.0,2.0,0.0,6.0,98.0,64.475,129.0,148.0,86.95,188.04999999999998,276.5,172.9,351.525,2021-11-03
29.5,15.475,41.04999999999998,2.5,0.0,6.0,99.0,66.0,130.52499999999998,147.5,98.95,189.52499999999998,283.5,192.0,350.04999999999995,2021-11-04
28.0,15.0,41.04999999999998,2.0,0.0,5.0,103.0,62.275,131.0,155.5,101.95,196.67499999999995,294.0,191.0,361.0,2021-11-05
28.0,15.475,42.52499999999999,2.0,0.0,6.0,103.0,63.325,133.52499999999998,157.0,102.475,201.7249999999999,292.5,191.85,362.525,2021-11-06
27.0,13.475,39.52499999999999,2.0,0.0,5.0,101.0,68.425,131.04999999999998,162.0,100.85,216.04999999999998,291.0,188.85,379.575,2021-11-07
26.5,16.475,37.52499999999999,1.5,0.0,5.0,102.5,62.95,135.04999999999998,162.5,107.85,216.62499999999994,295.5,196.025,365.525,2021-11-08
27.0,14.475,38.0,1.0,0.0,4.0,103.0,66.9,130.52499999999998,163.0,113.475,210.14999999999995,297.5,204.375,371.97499999999985,2021-11-09
26.0,13.475,41.52499999999999,1.0,0.0,4.0,99.0,66.425,127.0,160.5,112.425,198.575,292.0,208.475,360.575,2021-11-10
25.0,15.0,39.04999999999998,1.0,0.0,4.5249999999999915,101.0,69.475,130.0,162.5,111.0,211.04999999999998,295.0,199.9,362.525,2021-11-11
28.0,14.475,40.52499999999999,1.5,0.0,4.0,97.0,64.95,128.575,166.5,112.475,206.62499999999994,293.5,200.95,360.04999999999995,2021-11-12
28.0,18.0,41.52499999999999,2.0,0.0,5.0,99.5,69.475,126.09999999999997,168.0,114.0,210.52499999999998,304.0,213.8,357.525,2021-11-13
31.5,18.475,47.04999999999998,2.0,0.0,5.5249999999999915,103.0,76.475,135.52499999999998,168.5,118.475,212.52499999999998,306.0,219.175,366.67499999999995,2021-11-14
36.0,19.0,49.574999999999974,2.0,0.0,6.0,104.5,66.95,135.0,176.5,114.85,214.52499999999998,319.5,214.9,390.09999999999997,2021-11-15
37.0,22.0,51.0,2.0,0.0,6.0,108.0,76.425,134.0,180.5,126.475,210.52499999999998,324.0,234.9,391.04999999999995,2021-11-16
41.5,22.95,57.52499999999999,3.0,0.0,6.0,114.0,78.425,144.09999999999997,186.0,115.175,228.04999999999998,346.5,240.275,413.09999999999997,2021-11-17
44.0,26.95,58.52499999999999,3.0,0.0,7.0,119.0,90.0,145.52499999999998,190.5,124.9,230.52499999999998,356.0,258.75,420.575,2021-11-18
49.0,33.475,66.52499999999999,4.0,1.0,8.524999999999991,123.5,88.85,159.0,194.5,140.0,248.04999999999998,378.5,281.85,458.39999999999986,2021-11-19
53.0,33.475,71.52499999999999,5.0,1.0,8.524999999999991,134.0,98.9,163.575,206.0,146.9,254.04999999999998,402.5,297.475,471.67499999999995,2021-11-20
58.0,38.95,74.52499999999999,5.0,1.0,10.524999999999991,142.0,103.9,176.09999999999997,222.0,159.55,263.62499999999994,424.5,313.475,496.92499999999984,2021-11-21
63.0,42.9,77.0,6.0,2.0,11.524999999999991,152.5,107.95,191.52499999999998,233.0,161.375,285.525,457.0,335.75,541.0999999999999,2021-11-22
68.0,47.425,86.67499999999994,6.0,2.0,11.0,166.5,119.025,209.575,250.5,180.475,295.62499999999994,494.5,360.3,568.2499999999999,2021-11-23
71.5,54.0,93.57499999999997,7.0,3.0,11.0,184.5,131.0,223.7249999999999,267.0,186.0,329.525,537.5,393.85,614.675,2021-11-24
78.5,54.95,97.04999999999998,8.0,3.0,12.524999999999991,198.0,145.8,231.19999999999993,290.0,204.8,345.0,579.0,427.8,660.3999999999999,2021-11-25
87.0,64.95,111.0,9.0,3.475,16.0,215.5,158.85,261.525,310.5,234.225,367.575,628.5,471.375,721.0999999999999,2021-11-26
91.5,70.95,114.04999999999998,9.0,3.475,15.0,230.5,173.025,277.04999999999995,337.5,258.95,399.0,666.0,525.2,777.15,2021-11-27
104.5,68.975,121.52499999999999,10.0,5.0,15.524999999999991,250.5,183.9,294.575,359.5,267.475,418.0,728.5,551.35,821.1999999999999,2021-11-28
111.5,74.9,135.52499999999998,11.0,3.475,16.52499999999999,272.5,203.8,325.7249999999999,393.5,287.325,463.19999999999993,791.0,593.75,897.0999999999999,2021-11-29
119.5,90.425,146.0,12.0,5.0,19.52499999999999,296.5,224.825,348.15,421.0,314.65,497.62499999999994,845.0,649.35,973.525,2021-11-30
131.0,94.175,153.52499999999998,14.0,5.475,21.049999999999983,322.5,242.8,370.15,455.5,336.8,531.05,930.5,709.075,1049.35,2021-12-01
142.0,103.85,164.04999999999998,14.0,5.9,23.52499999999999,341.5,242.575,403.62499999999994,492.5,374.85,572.0,988.5,759.9,1131.05,2021-12-02
145.0,112.95,178.52499999999998,14.0,6.475,26.0,363.5,265.75,417.19999999999993,516.0,399.475,600.5749999999999,1052.5,802.775,1188.4499999999998,2021-12-03
153.0,95.9,184.09999999999997,16.0,8.475,24.574999999999974,374.5,280.9,447.09999999999997,536.5,413.375,613.675,1088.0,824.75,1231.05,2021-12-04
155.0,106.375,182.575,17.0,9.0,25.0,381.0,259.0,442.62499999999994,546.5,423.7,649.625,1102.5,806.7,1244.3,2021-12-05
155.5,114.0,191.575,16.0,8.475,25.0,391.5,267.8,448.67499999999995,548.5,397.15,623.525,1106.5,800.65,1253.2249999999997,2021-12-06
156.0,105.75,180.04999999999998,15.5,8.475,27.52499999999999,383.0,270.85,456.575,554.0,414.5,620.05,1112.5,813.75,1234.1499999999999,2021-12-07
158.5,93.475,188.0,16.0,10.0,26.0,381.0,274.9,448.15,553.0,403.95,615.05,1114.5,790.2,1239.1499999999999,2021-12-08
156.0,106.35,189.09999999999997,16.0,8.475,24.0,381.5,264.0,433.575,548.0,406.425,627.2499999999999,1095.5,789.525,1256.8249999999998,2021-12-09
154.5,103.425,189.575,16.0,9.0,23.0,379.0,259.6,434.09999999999997,541.5,413.475,617.525,1089.5,789.925,1234.975,2021-12-10
153.0,91.275,182.62499999999994,16.0,7.475,25.52499999999999,378.0,231.95,433.15,537.5,386.875,606.1999999999999,1087.5,747.675,1219.525,2021-12-11
152.0,103.95,184.52499999999998,15.0,9.0,24.52499999999999,369.0,251.85,432.09999999999997,531.0,402.175,601.0,1078.5,771.025,1201.0749999999998,2021-12-12
147.5,102.475,176.09999999999997,16.0,8.0,25.049999999999983,367.5,247.825,411.0,523.0,371.025,596.0999999999999,1057.0,732.75,1188.3249999999998,2021-12-13
148.5,102.425,177.52499999999998,15.0,6.475,23.0,365.0,238.9,417.575,519.0,343.0,605.0,1052.0,700.5,1184.1999999999998,2021-12-14
144.0,94.375,172.0,16.0,7.475,24.0,360.5,241.35,411.67499999999995,515.0,340.2,600.05,1037.0,693.55,1175.7749999999999,2021-12-15
147.0,93.125,168.52499999999998,15.0,8.0,23.049999999999983,357.5,221.375,409.7249999999999,516.0,349.375,578.625,1033.5,676.525,1142.3,2021-12-16
146.0,89.075,172.04999999999998,15.0,8.475,23.0,355.5,225.425,410.67499999999995,509.0,350.8,585.05,1031.0,691.9,1184.6999999999998,2021-12-17
141.0,89.225,171.575,16.5,8.475,25.0,349.0,227.15,413.04999999999995,501.0,348.8,590.675,1012.5,681.8,1154.25,2021-12-18
142.0,96.7,175.09999999999997,16.0,9.0,24.0,352.0,217.975,394.525,507.5,323.8,567.625,1022.0,663.85,1133.3,2021-12-19
143.0,90.475,174.52499999999998,16.0,7.95,25.52499999999999,351.0,221.0,406.3499999999999,503.5,341.075,570.0999999999999,1011.0,665.125,1141.575,2021-12-20
141.5,83.375,173.0,17.0,6.475,28.52499999999999,353.0,224.0,412.0,500.5,316.9,578.15,1022.0,636.55,1177.3999999999999,2021-12-21
143.0,92.475,179.09999999999997,18.5,8.475,29.52499999999999,352.0,223.7,411.7249999999999,508.5,343.025,575.3,1027.0,675.9,1150.35,2021-12-22
144.0,96.95,176.52499999999998,20.0,9.475,31.049999999999983,355.0,225.225,406.09999999999997,504.5,347.225,593.3,1023.0,689.7,1164.575,2021-12-23
145.0,97.325,175.14999999999995,20.0,12.0,28.0,361.0,201.85,413.0,531.0,342.7,594.0,1051.0,665.95,1191.575,2021-12-24
147.0,89.425,174.04999999999998,19.0,10.475,29.52499999999999,371.5,231.25,430.525,550.5,338.825,626.3,1086.5,674.0,1245.975,2021-12-25
145.5,92.475,177.24999999999991,18.0,9.0,30.574999999999974,378.0,221.45,446.62499999999994,582.0,376.95,663.7749999999999,1121.5,714.375,1283.35,2021-12-26
142.5,93.75,171.04999999999998,18.0,9.475,25.52499999999999,397.0,245.475,473.575,606.0,386.425,699.675,1167.0,746.35,1322.625,2021-12-27
144.5,86.425,183.0,17.0,8.475,26.52499999999999,405.0,275.2,468.7749999999999,645.5,447.0,738.5749999999999,1218.5,819.825,1390.05,2021-12-28
152.0,91.125,176.62499999999994,16.0,8.0,24.52499999999999,420.5,277.9,495.525,687.5,481.4,798.5749999999999,1282.5,865.525,1473.525,2021-12-29
157.5,96.0,186.62499999999994,17.0,9.475,25.0,449.5,278.325,523.05,721.0,495.275,833.15,1361.0,878.8,1551.675,2021-12-30
163.0,113.425,195.0,17.0,9.0,27.0,464.5,310.375,551.15,780.0,516.8,902.3,1427.0,965.275,1633.1499999999999,2021-12-31
169.0,107.95,218.04999999999998,17.5,8.0,27.0,499.5,314.4,574.7749999999999,831.0,584.175,986.05,1511.5,1033.025,1783.5999999999995,2022-01-01
182.0,114.95,217.04999999999998,18.0,10.475,28.52499999999999,519.0,315.975,611.05,880.0,598.125,1054.575,1595.0,1043.3,1877.4749999999997,2022-01-02
191.0,120.9,234.24999999999991,21.0,12.0,33.0,537.0,350.275,635.9749999999998,949.5,633.975,1116.3999999999999,1712.0,1125.8,1962.8249999999998,2022-01-03
203.5,139.375,255.575,21.5,14.0,33.574999999999974,557.0,385.425,661.625,1012.0,683.225,1184.3749999999998,1776.0,1221.75,2111.2749999999996,2022-01-04
222.5,133.325,268.04999999999995,24.0,14.475,35.04999999999998,594.5,395.4,693.2499999999999,1090.0,756.2,1280.3999999999999,1934.5,1299.8,2282.35,2022-01-05
237.0,150.375,295.525,27.0,16.0,37.0,620.5,438.025,739.05,1154.0,789.525,1367.8249999999996,2035.5,1406.65,2427.874999999999,2022-01-06
244.0,171.9,307.04999999999995,29.0,20.0,40.0,646.0,445.55,771.7749999999999,1181.5,841.475,1420.525,2117.5,1488.35,2507.6749999999997,2022-01-07
263.0,179.55,315.575,33.0,23.0,44.52499999999999,659.0,480.775,795.3499999999999,1213.0,836.525,1422.8499999999997,2174.0,1525.9,2548.2,2022-01-08
270.0,180.325,323.19999999999993,40.0,21.0,54.52499999999999,673.0,460.5,788.7749999999999,1227.0,867.2,1396.525,2207.0,1547.025,2557.575,2022-01-09
270.5,187.5,326.0,44.0,32.475,61.04999999999998,686.5,513.85,789.1999999999999,1203.0,885.675,1424.625,2207.0,1621.075,2595.9249999999997,2022-01-10
282.0,201.6,346.19999999999993,48.5,35.0,65.0,682.0,488.625,796.625,1205.5,825.975,1420.0749999999998,2220.0,1553.8,2626.3499999999995,2022-01-11
296.0,200.9,351.04999999999995,57.0,39.475,72.57499999999997,677.5,448.425,789.625,1203.0,856.425,1401.1499999999999,2244.5,1552.425,2593.975,2022-01-12
302.0,214.7,347.525,61.0,43.475,79.52499999999999,693.5,488.9,790.0,1194.0,890.475,1386.525,2253.0,1659.925,2571.3749999999995,2022-01-13
299.0,226.8,355.15,67.0,49.0,85.57499999999997,684.0,522.6,792.7249999999999,1183.5,867.35,1386.1,2242.5,1662.9,2604.325,2022-01-14
309.5,229.0,367.7749999999999,73.0,52.95,92.52499999999999,682.0,534.65,776.05,1178.0,868.75,1372.1999999999998,2250.5,1694.8,2605.0749999999994,2022-01-15
310.0,226.925,351.525,76.0,58.9,99.04999999999998,688.5,514.325,790.525,1189.0,876.4,1364.3999999999999,2251.5,1692.45,2555.45,2022-01-16
319.0,242.475,375.92499999999984,82.0,58.475,97.04999999999998,689.5,554.375,784.5749999999999,1203.5,909.5,1366.725,2312.0,1780.2,2543.575,2022-01-17
319.5,253.85,367.62499999999994,83.0,62.9,108.57499999999997,686.0,527.425,768.5749999999999,1190.5,934.575,1336.575,2298.5,1764.35,2550.625,2022-01-18
320.5,249.85,375.15,86.5,64.95,107.0,686.0,549.95,768.3999999999999,1168.5,917.7,1339.0,2250.5,1809.875,2528.45,2022-01-19
320.5,246.275,371.525,90.5,69.475,109.52499999999999,673.5,547.125,764.675,1178.5,934.575,1331.2749999999996,2264.0,1813.55,2551.1749999999993,2022-01-20
322.5,261.85,382.15,90.0,71.475,112.0,674.5,542.525,770.05,1176.5,947.45,1308.8749999999995,2271.5,1851.15,2522.4999999999995,2022-01-21
317.5,265.475,364.525,90.5,67.475,113.04999999999998,656.5,571.95,716.675,1166.0,975.55,1304.4749999999997,2234.5,1907.425,2454.775,2022-01-22
317.0,264.375,369.09999999999997,89.5,69.9,110.52499999999999,646.0,571.325,728.0999999999999,1148.5,916.85,1294.8749999999998,2206.0,1864.275,2413.0,2022-01-23
313.5,257.8,357.525,87.0,67.475,102.52499999999999,641.5,546.7,703.7249999999999,1136.5,955.55,1233.575,2172.5,1849.45,2350.575,2022-01-24
312.0,247.95,352.04999999999995,86.5,67.475,105.04999999999998,609.5,524.6,677.525,1105.0,930.475,1255.05,2128.5,1802.3,2323.25,2022-01-25
298.0,260.375,356.575,82.0,65.475,105.57499999999997,600.5,528.85,660.625,1098.5,963.95,1205.1,2081.0,1874.9,2263.1,2022-01-26
292.0,255.9,339.525,80.5,58.95,98.0,578.5,517.75,637.7749999999999,1071.0,969.425,1166.575,2032.5,1851.075,2178.1,2022-01-27
294.0,249.475,336.15,80.0,62.0,99.09999999999997,573.0,508.375,630.625,1064.0,952.375,1173.05,2012.0,1849.0,2178.05,2022-01-28
288.5,250.95,342.15,77.0,63.95,95.04999999999998,557.0,508.85,633.7749999999999,1071.0,981.65,1157.1999999999998,1999.0,1849.8,2192.2749999999996,2022-01-29
290.0,253.425,337.04999999999995,76.0,58.95,95.0,553.5,502.95,615.0999999999999,1062.5,986.9,1165.575,1984.0,1836.125,2174.6749999999997,2022-01-30
280.5,245.425,332.525,75.0,61.475,91.04999999999998,546.5,493.425,620.5749999999999,1066.5,989.275,1165.25,1976.5,1834.325,2183.2,2022-01-31
284.0,249.95,333.525,73.0,57.95,92.52499999999999,546.0,497.9,613.625,1077.5,975.075,1163.575,1973.0,1825.825,2153.575,2022-02-01
282.0,253.0,343.04999999999995,72.0,51.0,87.52499999999999,539.0,482.475,623.625,1086.0,993.9,1208.1499999999999,1972.0,1841.425,2221.85,2022-02-02
279.0,240.9,322.525,68.0,54.475,93.14999999999995,533.0,478.325,597.05,1079.0,998.425,1227.1,1959.5,1826.85,2228.7249999999995,2022-02-03
276.0,238.0,330.09999999999997,66.0,49.95,84.04999999999998,528.5,477.85,612.8249999999999,1073.0,986.475,1185.7999999999997,1936.5,1785.8,2182.4499999999994,2022-02-04
275.5,229.325,327.525,62.0,49.0,86.04999999999998,525.5,464.95,595.525,1089.0,999.475,1189.625,1948.5,1772.125,2170.05,2022-02-05
266.5,227.475,326.04999999999995,61.0,45.95,86.04999999999998,515.0,454.9,597.1249999999998,1085.0,1000.0,1233.675,1923.0,1763.9,2209.1,2022-02-06
264.0,217.95,318.0,59.5,41.475,77.52499999999999,509.5,445.425,574.625,1080.0,973.425,1202.1249999999998,1906.5,1719.7,2141.525,2022-02-07
260.0,219.9,329.09999999999997,56.0,43.0,77.04999999999998,500.5,427.8,590.0999999999999,1076.5,968.8,1198.575,1879.5,1694.55,2170.2999999999997,2022-02-08
250.5,206.95,306.04999999999995,54.0,38.95,78.09999999999997,486.0,424.275,574.5749999999999,1070.0,935.225,1233.6,1852.0,1673.85,2130.7999999999997,2022-02-09
246.5,206.475,299.19999999999993,49.0,38.0,69.52499999999999,479.5,414.475,572.15,1052.5,948.85,1224.725,1820.0,1649.375,2132.4749999999995,2022-02-10
233.5,188.0,281.04999999999995,45.5,34.0,64.52499999999999,464.0,379.375,556.1999999999999,1043.5,924.325,1195.3999999999999,1785.5,1561.95,2079.075,2022-02-11
224.0,183.85,281.525,43.0,31.475,58.0,453.0,366.85,534.15,1006.5,872.025,1202.0999999999997,1727.0,1490.675,2062.7,2022-02-12
205.5,171.375,264.7749999999999,40.0,28.0,55.52499999999999,429.0,368.0,517.675,993.5,865.475,1196.0249999999999,1668.0,1457.95,2018.925,2022-02-13
197.5,167.475,247.575,35.0,26.0,47.04999999999998,406.0,344.325,490.15,961.5,828.475,1146.1999999999998,1598.0,1416.375,1924.575,2022-02-14
183.0,146.475,241.04999999999998,31.5,20.475,42.574999999999974,388.0,310.0,490.7249999999999,933.5,803.425,1115.675,1527.0,1317.6,1861.8999999999996,2022-02-15
173.5,130.425,220.67499999999995,27.0,16.0,42.0,369.5,303.0,482.4749999999997,893.0,750.325,1107.35,1459.5,1223.8,1802.1249999999998,2022-02-16
160.0,122.475,208.0249999999998,24.0,15.0,35.04999999999998,354.0,281.95,434.2499999999999,867.0,713.825,1049.0249999999999,1404.5,1163.7,1721.3499999999995,2022-02-17
149.0,118.0,200.49999999999983,21.0,13.475,33.04999999999998,329.5,261.8,443.04999999999995,832.0,704.75,1027.675,1336.0,1128.475,1692.2249999999997,2022-02-18
135.0,102.0,187.04999999999998,20.0,13.0,30.0,314.5,254.275,396.2999999999999,793.5,670.85,992.6249999999997,1257.5,1070.5,1582.9499999999996,2022-02-19
128.0,96.475,169.04999999999998,16.0,6.95,25.52499999999999,294.5,239.95,391.5999999999998,761.0,627.95,993.5499999999995,1200.5,1018.225,1549.6749999999995,2022-02-20
117.0,89.475,164.8749999999999,15.0,8.0,23.52499999999999,279.0,214.0,361.64999999999975,737.0,590.125,950.9999999999997,1141.5,920.175,1511.625,2022-02-21
108.0,80.475,155.52499999999998,12.0,5.0,20.0,263.0,201.95,343.19999999999993,698.5,580.975,903.1999999999999,1079.0,905.625,1416.25,2022-02-22
99.5,77.0,142.04999999999998,11.0,5.0,19.0,247.5,190.85,327.19999999999993,674.0,546.95,880.1999999999999,1032.0,838.475,1352.8999999999996,2022-02-23
94.0,67.95,128.52499999999998,10.0,5.0,18.574999999999974,231.0,183.9,295.04999999999995,639.0,507.95,865.0999999999999,966.5,788.425,1282.8749999999998,2022-02-24
89.0,69.95,119.04999999999998,9.0,4.0,16.0,219.5,170.95,305.3249999999997,622.0,490.85,811.7249999999996,931.0,748.125,1232.975,2022-02-25
81.5,60.95,114.52499999999999,8.5,3.475,16.049999999999983,202.5,155.425,296.7749999999999,590.0,479.175,770.5999999999998,884.5,708.975,1186.3999999999999,2022-02-26
76.5,58.425,109.57499999999997,8.0,3.0,15.049999999999983,201.5,146.275,287.04999999999995,572.0,448.875,800.2999999999995,852.5,663.85,1191.7749999999996,2022-02-27
76.0,54.0,106.0,7.0,3.475,12.524999999999991,191.0,145.425,261.92499999999984,546.5,432.475,729.7249999999999,811.5,650.6,1090.05,2022-02-28
70.0,49.9,106.82499999999989,7.0,2.0,12.0,183.0,135.425,248.64999999999978,519.0,424.8,746.625,776.5,628.8,1080.725,2022-03-01
66.5,46.95,100.14999999999995,7.0,2.0,12.524999999999991,170.0,135.425,237.19999999999993,513.5,402.0,710.4249999999997,749.5,604.45,1036.6999999999994,2022-03-02
65.0,45.475,106.82499999999989,7.0,2.0,12.524999999999991,169.5,124.375,243.52499999999998,491.5,390.9,693.0,723.5,592.0,1037.725,2022-03-03
62.0,47.475,96.67499999999994,5.5,1.0,12.0,165.0,128.425,243.7249999999999,481.5,371.425,707.5749999999996,716.0,564.9,1042.7249999999997,2022-03-04
63.0,43.0,91.52499999999999,6.0,3.0,10.524999999999991,163.5,121.375,228.2999999999999,474.0,363.0,655.1249999999998,706.0,537.95,975.625,2022-03-05
61.0,40.95,95.14999999999995,7.0,1.475,14.0,159.5,117.475,239.67499999999995,455.0,352.8,674.1999999999999,686.0,520.5,1020.7499999999998,2022-03-06
59.0,39.475,92.67499999999994,6.0,2.0,12.0,159.0,113.85,214.24999999999991,457.5,356.425,621.8749999999999,684.0,515.85,939.7499999999998,2022-03-07
60.0,39.95,89.62499999999996,6.0,2.475,12.524999999999991,156.0,116.375,221.52499999999998,453.5,337.875,650.05,674.0,508.8,958.8749999999999,2022-03-08
59.0,42.0,90.52499999999999,6.0,2.475,13.524999999999991,154.0,115.475,218.82499999999987,448.5,353.375,624.8499999999997,666.5,514.425,936.2499999999995,2022-03-09
58.5,43.0,86.09999999999997,6.0,2.0,11.524999999999991,155.5,107.9,222.82499999999987,451.0,352.475,661.675,678.0,506.85,975.3249999999997,2022-03-10
59.5,41.475,91.09999999999997,7.0,2.0,12.524999999999991,152.0,112.0,239.04999999999998,450.5,346.9,594.5749999999999,667.5,523.375,927.675,2022-03-11
61.0,43.9,96.04999999999998,7.0,3.0,13.524999999999991,160.0,116.475,233.62499999999994,457.0,352.8,657.5499999999998,681.0,530.425,979.4499999999995,2022-03-12
63.5,44.0,96.34999999999988,8.0,3.0,14.524999999999991,161.5,119.325,252.8749999999999,479.0,370.0,710.9999999999997,705.0,545.425,1067.8499999999995,2022-03-13
67.0,48.475,104.7749999999999,8.0,3.475,13.524999999999991,172.5,125.475,252.82499999999987,487.5,369.275,742.0499999999996,738.5,558.475,1111.7499999999993,2022-03-14
72.0,48.425,101.52499999999999,9.0,4.0,14.524999999999991,179.0,131.275,271.8249999999999,511.0,390.95,779.5749999999992,773.5,591.65,1160.9749999999995,2022-03-15
72.5,52.9,107.52499999999999,9.0,3.475,16.0,183.0,148.475,299.09999999999997,540.5,410.5,794.9249999999995,799.0,628.55,1191.6499999999992,2022-03-16
76.0,55.425,112.57499999999997,9.5,4.475,18.52499999999999,198.5,144.475,294.7249999999999,561.5,418.05,821.5749999999996,841.5,641.375,1237.725,2022-03-17
83.0,59.475,125.39999999999986,11.0,4.0,17.0,212.0,153.9,291.575,595.0,460.225,873.5249999999996,902.5,699.175,1302.8249999999998,2022-03-18
85.5,60.425,136.2999999999999,11.5,5.0,18.0,222.0,161.475,320.2499999999999,620.5,473.9,925.3,941.5,714.375,1384.5499999999997,2022-03-19
92.0,64.0,132.0,12.0,4.475,20.0,231.0,179.475,362.69999999999976,660.0,483.825,970.675,986.5,742.05,1473.0499999999997,2022-03-20
95.0,73.0,141.7249999999999,13.0,7.0,24.0,247.0,177.9,369.54999999999984,706.0,532.75,1037.6499999999994,1054.5,821.925,1566.1499999999996,2022-03-21
102.5,71.375,153.19999999999993,14.0,8.0,24.0,266.0,196.425,374.97499999999985,740.0,571.8,1125.3,1122.5,883.95,1666.9499999999996,2022-03-22
